record_id,doi,doi_split,hydrogel_name,hydrogel_format,polymer_backbone,monomers,monomer_ratios,crosslinker,crosslinker_concentration,synthesis_method,preparation_solvent,preparation_pH,preparation_temp_C,gelation_time,post_treatment,functional_groups,ligand_or_affinity_group,filler_or_composite,charge_class,responsive_type,swelling_ratio,water_content_pct,porosity_pct,pore_size_value,pore_size_unit,mesh_size,surface_area,particle_size,thickness,roughness,zeta_potential_mV,contact_angle_deg,young_modulus,degradation_or_stability,protein_name,protein_abbreviation,protein_species_or_source,protein_mw_kDa,protein_pI,protein_charge_at_pH,experiment_mode,pH,temperature_C,contact_time,contact_time_unit,buffer,salt_type,salt_concentration,hydrogel_dosage,solution_volume,flow_rate,detection_method,replicate_count,target_name,target_value,target_unit,target_direction,outcome_label,mechanism_tags,source_quality_score,extraction_confidence,article_title
PHA-1aae9995c9-008,10.1002/admi.202500122,test,p(D99%-BP1%) ultrathin surface-attached hydrogel,ultrathin surface-attached hydrogel nanocoating on SPR sensor slide,"poly(N,N-dimethyl lactamide acrylate-co-benzophenone acrylate)","[""N,N-dimethyl lactamide acrylate (DMLA)"",""benzophenone acrylate (BPA)""]",,benzophenone acrylate (BPA),,RAFT polymerization followed by spin-coating/deposition and UV irradiation for 30 min,,,,,,"[""amide"",""ester"",""benzophenone""]",[],[],non-charged hydrophilic,"[""hydrolytic degradability through ester cleavage"",""reported T_cp 71 C""]",,,,,,,,,,,,water 33 +/- 4,,,human blood plasma,BP,"human, citrated blood plasma",,,,SPR flow adsorption assay,,37,60 min,,,,,,,,surface plasmon resonance (SPR),,surface_adsorption_ug_cm2,0.01,ug/cm2,context_dependent,BP adsorption on p(D99%-BP1%) at 37 C,"[""hydrophilic hydration"",""steric repulsion"",""non-charged DMLA coating""]",3,,"Antifouling Surface-Attached Hydrogel Nanocoatings Redefined: Green Solvent-Based, Degradable, and High-Performance Protection Against Foulants"
PHA-1aae9995c9-009,10.1002/admi.202500122,test,p(D94%-BM5%-BP1%) ultrathin surface-attached hydrogel,ultrathin surface-attached hydrogel nanocoating on SPR sensor slide,"poly(N,N-dimethyl lactamide acrylate-co-5,6-benzo-2-methylene-1,3-dioxepane-co-benzophenone acrylate)","[""N,N-dimethyl lactamide acrylate (DMLA)"",""5,6-benzo-2-methylene-1,3-dioxepane (BMDO)"",""benzophenone acrylate (BPA)""]",,benzophenone acrylate (BPA),,RAFT polymerization with BMDO radical ring-opening incorporation followed by spin-coating/deposition and UV irradiation for 30 min,,,,,,"[""amide"",""ester"",""benzophenone"",""hydrolyzable backbone ester""]",[],[],non-charged hydrophilic,"[""hydrolytic degradability through BMDO and BPA ester cleavage"",""reported T_cp 59.2 C""]",,,,,,,,,,,,water 34 +/- 1,,,human blood plasma,BP,"human, citrated blood plasma",,,,SPR flow adsorption assay,,37,60 min,,,,,,,,surface plasmon resonance (SPR),,surface_adsorption_ug_cm2,0.032,ug/cm2,context_dependent,BP adsorption on p(D94%-BM5%-BP1%) at 37 C,"[""hydrophilic hydration"",""steric repulsion"",""non-charged DMLA coating""]",3,,"Antifouling Surface-Attached Hydrogel Nanocoatings Redefined: Green Solvent-Based, Degradable, and High-Performance Protection Against Foulants"
PHA-1aae9995c9-010,10.1002/admi.202500122,test,p(D80%-BM14%-BP6%) ultrathin surface-attached hydrogel,ultrathin surface-attached hydrogel nanocoating on SPR sensor slide,"poly(N,N-dimethyl lactamide acrylate-co-5,6-benzo-2-methylene-1,3-dioxepane-co-benzophenone acrylate)","[""N,N-dimethyl lactamide acrylate (DMLA)"",""5,6-benzo-2-methylene-1,3-dioxepane (BMDO)"",""benzophenone acrylate (BPA)""]",,benzophenone acrylate (BPA),,RAFT polymerization with BMDO radical ring-opening incorporation followed by spin-coating/deposition and UV irradiation for 30 min,,,,,,"[""amide"",""ester"",""benzophenone"",""hydrolyzable backbone ester""]",[],[],non-charged hydrophilic,"[""hydrolytic degradability through BMDO and BPA ester cleavage"",""thermoresponsive collapse above T_cp 30.9 C""]",,,,,,,,,,,,water 41 +/- 2,,,human blood plasma,BP,"human, citrated blood plasma",,,,SPR flow adsorption assay,,37,60 min,,,,,,,,surface plasmon resonance (SPR),,surface_adsorption_ug_cm2,0.133,ug/cm2,context_dependent,BP adsorption on p(D80%-BM14%-BP6%) at 37 C,"[""thermoresponsive collapse"",""T_cp below experiment temperature"",""reduced swelling"",""reduced steric repulsion"",""desolvated polymer chains""]",3,,"Antifouling Surface-Attached Hydrogel Nanocoatings Redefined: Green Solvent-Based, Degradable, and High-Performance Protection Against Foulants"
PHA-e8597eaf0e-001,10.1002/admi.202500147,train,dansyl-modified polymer nanogels,nanogel,"[""poly(di(ethylene glycol) methyl ether methacrylate-co-N,N'-methylenebis(acrylamide)) core"",""poly(2-methacryloyloxyethyl phosphorylcholine) shell""]","[""di(ethylene glycol) methyl ether methacrylate"",""2-methacryloyloxyethyl phosphorylcholine""]",,"[""N,N'-methylenebis(acrylamide)""]",,RAFT precipitation polymerization followed by EDC-mediated coupling of dansyl-EDA to carboxyl groups,,,,,,"[""carboxyl groups"",""phosphorylcholine groups"",""dansyl groups""]","[""dansyl""]",[],anionic/zwitterionic,"[""thermoresponsive poly(DEGMA) core""]",,,,,,,,58 nm average size after dansyl modification; PDI 0.096,,,-3.3,,,,human serum albumin,HSA,human,,,,QCM binding assay,,,,,,,,increasing concentrations of polymer nanogels,,,quartz crystal microbalance,,dissociation constant,0.43,nM,context_dependent,HSA interaction by QCM,"[""dansyl-albumin interaction"",""ligand-protein binding""]",2,0.9,Polymer Nanogels with Albumin Reporting Interface Created Using RAFT Precipitation Polymerization for Disease Diagnosis and Food Testing
PHA-e8597eaf0e-002,10.1002/admi.202500147,train,dansyl-modified polymer nanogels,nanogel,"[""poly(di(ethylene glycol) methyl ether methacrylate-co-N,N'-methylenebis(acrylamide)) core"",""poly(2-methacryloyloxyethyl phosphorylcholine) shell""]","[""di(ethylene glycol) methyl ether methacrylate"",""2-methacryloyloxyethyl phosphorylcholine""]",,"[""N,N'-methylenebis(acrylamide)""]",,RAFT precipitation polymerization followed by EDC-mediated coupling of dansyl-EDA to carboxyl groups,,,,,,"[""carboxyl groups"",""phosphorylcholine groups"",""dansyl groups""]","[""dansyl""]",[],anionic/zwitterionic,"[""thermoresponsive poly(DEGMA) core""]",,,,,,,,58 nm average size after dansyl modification; PDI 0.096,,,-3.3,,,,human serum albumin,HSA,human,,,,batch fluorescence titration,7.4,,,,10 mM phosphate buffer,,,3 mL nanogel dispersion,3 mL nanogel dispersion with sequential 100 uL additions,,"fluorescence spectroscopy, excitation wavelength 365 nm",,apparent binding constant,108000.0,M^-1,context_dependent,HSA fluorescence binding,"[""dansyl-albumin interaction"",""multiple ligand-protein interactions"",""drug-binding site interaction""]",2,0.92,Polymer Nanogels with Albumin Reporting Interface Created Using RAFT Precipitation Polymerization for Disease Diagnosis and Food Testing
PHA-e8597eaf0e-006,10.1002/admi.202500147,train,dansyl-modified polymer nanogels,nanogel,"[""poly(di(ethylene glycol) methyl ether methacrylate-co-N,N'-methylenebis(acrylamide)) core"",""poly(2-methacryloyloxyethyl phosphorylcholine) shell""]","[""di(ethylene glycol) methyl ether methacrylate"",""2-methacryloyloxyethyl phosphorylcholine""]",,"[""N,N'-methylenebis(acrylamide)""]",,RAFT precipitation polymerization followed by EDC-mediated coupling of dansyl-EDA to carboxyl groups,,,,,,"[""carboxyl groups"",""phosphorylcholine groups"",""dansyl groups""]","[""dansyl""]",[],anionic/zwitterionic,"[""thermoresponsive poly(DEGMA) core""]",,,,,,,,58 nm average size after dansyl modification; PDI 0.096,,,-3.3,,,,human serum albumin,HSA,human,,,,batch fluorescence detection in artificial urine,,,,,artificial urine,"[""CaCl2"",""MgCl2"",""NaCl"",""Na2SO4"",""KH2PO4"",""KCl"",""NH4Cl""]","[""CaCl2.2H2O 3.8 mM"",""MgCl2.6H2O 3.0 mM"",""NaCl 72.1 mM"",""Na2SO4 14.5 mM"",""KH2PO4 18.7 mM"",""KCl 19.3 mM"",""NH4Cl 17.2 mM""]",300 uL dansyl-modified polymer nanogel dispersion,2.7 mL artificial urine plus 300 uL nanogel dispersion before HSA additions,,"fluorescence spectroscopy, excitation wavelength 365 nm",,apparent binding constant,1200000.0,M^-1,context_dependent,urinary HSA detection,"[""dansyl-albumin interaction"",""complex matrix detection"",""fluorescence reporting""]",2,0.94,Polymer Nanogels with Albumin Reporting Interface Created Using RAFT Precipitation Polymerization for Disease Diagnosis and Food Testing
PHA-e8597eaf0e-009,10.1002/admi.202500147,train,dansyl-modified polymer nanogels,nanogel,"[""poly(di(ethylene glycol) methyl ether methacrylate-co-N,N'-methylenebis(acrylamide)) core"",""poly(2-methacryloyloxyethyl phosphorylcholine) shell""]","[""di(ethylene glycol) methyl ether methacrylate"",""2-methacryloyloxyethyl phosphorylcholine""]",,"[""N,N'-methylenebis(acrylamide)""]",,RAFT precipitation polymerization followed by EDC-mediated coupling of dansyl-EDA to carboxyl groups,,,,,,"[""carboxyl groups"",""phosphorylcholine groups"",""dansyl groups""]","[""dansyl""]",[],anionic/zwitterionic,"[""thermoresponsive poly(DEGMA) core""]",,,,,,,,58 nm average size after dansyl modification; PDI 0.096,,,-3.3,,,,bovine serum albumin,BSA,bovine,,,,batch fluorescence detection in real soy milk,7.4,,,,phosphate buffer used for 10-fold dilution of soy milk,,,300 uL dansyl-modified polymer nanogel dispersion,2.7 mL diluted soy milk solution plus 300 uL nanogel dispersion before BSA additions,,"fluorescence spectroscopy, excitation wavelength 365 nm",,apparent binding constant,89000.0,M^-1,context_dependent,BSA detection in soy milk,"[""dansyl-albumin interaction"",""complex food matrix detection"",""fluorescence reporting""]",2,0.95,Polymer Nanogels with Albumin Reporting Interface Created Using RAFT Precipitation Polymerization for Disease Diagnosis and Food Testing
PHA-e0dd4b7839-002,10.1002/adsr.202400198,train,0.08% BSA co-deposited chitosan-reduced graphene oxide coating on AuFoam,electrodeposited antifouling hydrogel composite coating on porous gold foam,"[""chitosan""]",[],,[],,"electro-co-deposition of chitosan, reduced graphene oxide, and heat-treated BSA",,,,,,"[""amine"",""carboxyl""]",[],"[""reduced graphene oxide"",""denatured BSA"",""porous gold foam""]",,"[""antifouling biointerface""]",,,,,,,,,,,,,,,Bovine Serum Albumin,BSA,bovine,,,,static incubation followed by cyclic voltammetry,,,overnight,,,[],,,,,cyclic voltammetry,,current change after BSA incubation,4.0,% increase,context_dependent,best BSA antifouling condition,"[""antifouling"",""BSA co-deposition"",""nonspecific binding reduction"",""hydrogel surface coverage""]",2,0.9,On-Chip Multiplexed Voltammetry Using a Universal Antifouling Hydrogel and Porous Gold Foam Interface for Stress and Inflammation Monitoring
PHA-e0dd4b7839-003,10.1002/adsr.202400198,train,0.08% BSA co-deposited chitosan-reduced graphene oxide coating on AuFoam,electrodeposited antifouling hydrogel composite coating on porous gold foam,"[""chitosan""]",[],,[],,"electro-co-deposition of chitosan, reduced graphene oxide, and heat-treated BSA",,,,,,"[""amine"",""carboxyl""]",[],"[""reduced graphene oxide"",""denatured BSA"",""porous gold foam""]",,"[""antifouling biointerface""]",,,,,,,,,,,,,,,serum proteins,,sterile serum,,,,static incubation followed by cyclic voltammetry,,,overnight,,,[],,,,,cyclic voltammetry,,current change after serum incubation,-5.0,% change,context_dependent,serum antifouling performance,"[""antifouling"",""serum fouling resistance"",""nonspecific binding reduction""]",2,0.91,On-Chip Multiplexed Voltammetry Using a Universal Antifouling Hydrogel and Porous Gold Foam Interface for Stress and Inflammation Monitoring
PHA-e0dd4b7839-006,10.1002/adsr.202400198,train,glutaraldehyde-activated chitosan/BSA/graphene oxide antifouling coating,electrodeposited hydrogel nanocomposite coating on on-chip porous gold foam microelectrode,"[""chitosan""]",[],,"[""glutaraldehyde""]",,electrodeposition of chitosan/BSA/graphene oxide coating followed by glutaraldehyde activation and Protein A/G incubation,,,,,,"[""amine"",""carboxyl""]","[""Protein A/G""]","[""graphene oxide"",""denatured BSA"",""porous gold foam""]",,"[""antifouling biointerface"",""bioconjugatable coating""]",,,,,,,,,,,,,,,Protein A/G,Protein A/G,recombinant Protein A/G,,,,static drop-cast immobilization after glutaraldehyde activation,7.0,,2 h,,25 mM phosphate buffer,[],,100 µm disk sensing areas,5 µL,,biosensor response to haptoglobin after anti-Haptoglobin immobilization; CLSM in related immunofluorescence characterization,,optimal Protein A/G concentration,0.2,µg mL−1,context_dependent,optimized Protein A/G immobilization concentration,"[""glutaraldehyde crosslinking"",""amine coupling"",""Protein A/G Fc binding"",""oriented antibody immobilization""]",2,0.88,On-Chip Multiplexed Voltammetry Using a Universal Antifouling Hydrogel and Porous Gold Foam Interface for Stress and Inflammation Monitoring
PHA-74cc741a2f-001,10.1002/adtp.202500135,train,PNiPAAm+CII,monolithic sub-freezing gel column,"[""poly(N-isopropylacrylamide)""]","[""N-isopropylacrylamide""]",,"[""N,N'-methylene bisacrylamide"",""formaldehyde""]",,sub-freezing gelation/free radical polymerization at -20 °C for 24 h,,,,,,"[""amide"",""collagen type II autoantigen""]","[""bovine collagen type II""]","[""collagen type II""]",,"[""thermoresponsive PNiPAAm""]",9.7,,,,,,,,,,,,2291.3 psi,,CII-specific IgG autoantibodies,anti-CII IgG,CIA mouse serum,,,,gravity-flow column chromatography,6,,,,1x PBS loading/wash; 0.1 M acetic acid buffer for elution,,,127.5 mg gel,1 mL serum loaded; fractions approximately 1 mL,1.4 mL min-1 for selected gel,CII-specific ELISA,,q_norm_mg_g,2.4,mg/g,maximize,CII-specific antibody capture from CIA mouse serum,"[""antigen-antibody affinity"",""selective binding"",""CII autoantigen immobilization"",""macroporous convective chromatography""]",3,0.95,Selective Binding of Autoantibodies using Polymeric Gel for Management of Autoimmune Arthritis
PHA-74cc741a2f-002,10.1002/adtp.202500135,train,PNiPAAm+CII,monolithic sub-freezing gel column,"[""poly(N-isopropylacrylamide)""]","[""N-isopropylacrylamide""]",,"[""N,N'-methylene bisacrylamide"",""formaldehyde""]",,sub-freezing gelation/free radical polymerization at -20 °C for 24 h,,,,,,"[""amide"",""collagen type II autoantigen""]","[""bovine collagen type II""]","[""collagen type II""]",,"[""thermoresponsive PNiPAAm""]",9.7,,,,,,,,,,,,2291.3 psi,,CII-specific autoantibodies,anti-CII IgG,CIA mouse whole blood,,,,gravity-flow whole blood filtration/chromatography,6,,,,saline pre-equilibration; 1x PBS wash; 0.1 M acetic acid buffer for elution,,,,200 uL whole blood loaded,1.4 mL min-1 for selected gel,CII-specific ELISA,,binding capacity,24.5,U mL-1,context_dependent,CII-specific antibody capture from CIA mouse whole blood,"[""antigen-antibody affinity"",""selective binding"",""CII autoantigen immobilization"",""whole blood compatible macroporous flow""]",3,0.95,Selective Binding of Autoantibodies using Polymeric Gel for Management of Autoimmune Arthritis
PHA-94faac92e6-001,10.1002/advs.201800711,train,poly(N-acryloyl glycinamide) hydrogel,equilibrated hydrogel disk,"[""poly(N-acryloyl glycinamide)""]","[""N-acryloyl glycinamide""]",,[],,photoinitiated polymerization,,,,,,"[""amide""]",[],[],neutral,"[""supramolecular hydrogen-bonded"",""thermoresponsive gel-sol transition""]",,,,,,,,,,,,,,,bovine serum albumin,BSA,bovine,,,,static batch adsorption,,37,90 min,,PBS used for hydrogel washing; BSA solution buffer not explicitly specified,[],,,1 mL,,micro-BCA protein assay after ultrasonic detachment,,surface_adsorption_ug_cm2,0.45,ug/cm2,context_dependent,PNAGA BSA adsorption,"[""nonspecific adsorption"",""hydrogen-bonded hydrogel"",""control material""]",3,0.95,Antifouling Super Water Absorbent Supramolecular Polymer Hydrogel as an Artificial Vitreous Body
PHA-94faac92e6-002,10.1002/advs.201800711,train,poly(N-acryloyl glycinamide-co-carboxybetaine acrylamide) hydrogel,equilibrated hydrogel disk,"[""poly(N-acryloyl glycinamide-co-carboxybetaine acrylamide)""]","[""N-acryloyl glycinamide"",""carboxybetaine acrylamide""]",,[],,photoinitiated copolymerization; 10 wt% initial total monomer concentration; NAGA to CBAA mass ratio 4,,,,,,"[""amide"",""carboxybetaine"",""zwitterion""]","[""carboxybetaine zwitterion""]",[],zwitterionic,"[""shear-thinning"",""self-healing"",""supramolecular hydrogen-bonded"",""thermoresponsive gel-sol transition""]",,,,,,,,,,,,,,,bovine serum albumin,BSA,bovine,,,,static batch adsorption,,37,90 min,,PBS used for hydrogel washing; BSA solution buffer not explicitly specified,[],,,1 mL,,micro-BCA protein assay after ultrasonic detachment,,surface_adsorption_ug_cm2,0.12,ug/cm2,context_dependent,PNAGA-PCBAA-10-4 BSA adsorption,"[""zwitterionic antifouling"",""superhydrophilicity"",""protein resistance"",""carboxybetaine modification""]",3,0.98,Antifouling Super Water Absorbent Supramolecular Polymer Hydrogel as an Artificial Vitreous Body
PHA-94faac92e6-003,10.1002/advs.201800711,train,polysulfobetaine-modified PNAGA hydrogel,equilibrated hydrogel disk,"[""PNAGA-PSBMA""]","[""N-acryloyl glycinamide"",""[2-(methacryloyloxy) ethyl] dimethyl-(3-sulfopropyl) ammonium hydroxide""]",,[],,prepared for antifouling comparison; 10 wt% initial total monomer concentration; NAGA to SBMA mass ratio 4,,,,,,"[""amide"",""sulfobetaine"",""zwitterion""]","[""sulfobetaine zwitterion""]",[],zwitterionic,"[""hydrophilic hydrogel""]",,,,,,,,,,,,,,,bovine serum albumin,BSA,bovine,,,,static batch adsorption,,37,90 min,,PBS used for hydrogel washing; BSA solution buffer not explicitly specified,[],,,1 mL,,micro-BCA protein assay after ultrasonic detachment,,surface_adsorption_ug_cm2,0.26,ug/cm2,context_dependent,PNAGA-PSBMA-10-4 BSA adsorption,"[""zwitterionic antifouling"",""sulfobetaine modification"",""comparator material""]",3,0.95,Antifouling Super Water Absorbent Supramolecular Polymer Hydrogel as an Artificial Vitreous Body
PHA-a38c32a98b-001,10.1002/aic.10482,train,supported cationic polyacrylamide hydrogel,fused-silica capillary-supported hydrogel,"[""polyacrylamide""]","[""MAPTAC""]",,"[""N,N' methylene bis-acrylamide""]",,Free-radical polymerization of MAPTAC and MBA inside bind-silane-treated fused-silica capillaries.,,,,,,"[""trimethyl ammonium chloride"",""cationic quaternary ammonium""]","[""anion-exchange functionality""]","[""fused-silica capillary support""]",cationic,"[""salt-responsive ion-exchange adsorption""]",,,,,,,,,,,,,,,alpha-lactalbumin in alpha-lactalbumin/ovalbumin mixture,alpha-LA,,15,5.0,negative,binary equilibrium adsorption,8.6,20 ± 2,long-term exposure; equilibrium values,,50 mol/m3 Tris-HCl,,,,,,fluorescence microscopy of labeled proteins,,q_exp,280.0,mg/cm3,context_dependent,binary uptake equilibrium,"[""competitive adsorption"",""electrostatic ion exchange"",""favorable partitioning""]",3,0.93,Multicomponent protein adsorption in supported cationic polyacrylamide hydrogels
PHA-a38c32a98b-002,10.1002/aic.10482,train,supported cationic polyacrylamide hydrogel,fused-silica capillary-supported hydrogel,"[""polyacrylamide""]","[""MAPTAC""]",,"[""N,N' methylene bis-acrylamide""]",,Free-radical polymerization of MAPTAC and MBA inside bind-silane-treated fused-silica capillaries.,,,,,,"[""trimethyl ammonium chloride"",""cationic quaternary ammonium""]","[""anion-exchange functionality""]","[""fused-silica capillary support""]",cationic,"[""salt-responsive ion-exchange adsorption""]",,,,,,,,,,,,,,,ovalbumin in alpha-lactalbumin/ovalbumin mixture,OVA,,45,4.6,negative,binary equilibrium adsorption,8.6,20 ± 2,long-term exposure; equilibrium values,,50 mol/m3 Tris-HCl,,,,,,fluorescence microscopy of labeled proteins,,q_exp,190.0,mg/cm3,context_dependent,binary uptake equilibrium,"[""competitive adsorption"",""electrostatic ion exchange"",""favorable partitioning""]",3,0.93,Multicomponent protein adsorption in supported cationic polyacrylamide hydrogels
