id,doi,field_name,field_value_json,why_special,evidence_text,suggested_table
79,10.1016/j.procbio.2022.03.018,reported_disadvantage,"""Two-step synthesis takes at least 2 days and HSA-BLIP may have higher back-pressure resistance due to slightly denser structure.""",Operational limitation of the hydrogel column process.,"Compared to conventional monolayer cryogels, the two-step synthesis of HSA-BLIPs, which takes at least 2 days and possibility of higher back-pressure resistance... may be considered a prominent disadvantage.",process_limitations
80,10.3390/polym18050633,exclusion_reason_detail,"""Metal ion adsorption by a protein hydrogel, not protein adsorption onto a hydrogel""","The article contains quantitative adsorption data but the adsorbates are Cu2+, Ni2+, and Co2+, so it falls outside a protein-target adsorption extraction scope.","This study demonstrates a simple and rapid approach to fabricate glutaraldehyde (GA)-crosslinked bovine serum albumin (BSA) hydrogels as protein-based adsorbents for Cu2+, Ni2+, and Co2+ removal from aqueous media.",triage/exclusion notes
81,10.3390/polym18050633,wet_mass_capacity_basis,"""qm values are expressed per gram of hydrated wet hydrogel after pre-swelling""",The reported adsorption capacities are quantitatively important but not directly comparable to dry-mass adsorbent capacities.,"In this work, qm is expressed per gram of hydrated (wet) hydrogel after pre-swelling.",adsorption capacity normalization notes
82,10.3390/polym18050633,best_metal_removal_values,"{""Co2+"": {""qm_mg_g_wet_hydrogel"": 0.077, ""removal_efficiency_pct"": 76.07}, ""Cu2+"": {""qm_mg_g_wet_hydrogel"": 0.177, ""removal_efficiency_pct"": 99.258}, ""Ni2+"": {""qm_mg_g_wet_hydrogel"": 0.123, ""removal_efficiency_pct"": 80.733}}","Although excluded from protein adsorption records, the paper reports clear quantitative metal adsorption outcomes.","Metal removal tests... achieving maximum removal percentages of 99.258% for Cu2+, 80.733% for Ni2+, and 76.070% for Co2+.",non-protein adsorbate outcomes
83,10.3390/molecules29204858,salt_free_desorption_claim,"""Proteins could be released by reducing temperature, increasing pH, or combining both, avoiding salt solution as desorbing agent.""",Directly relevant to protein processing because salt removal/desalting is avoided.,This allows for the elimination of the use of salt solution as a desorbing agent.,mechanism_or_process_advantage
84,10.3390/molecules29204858,mAb2_dual_adsorption_regimes,"""mAb2 adsorption was highest at pH 7 in highest-SMA gel by electrostatic interactions, but also strong at pH 9.2 with lowest-SMA gel by hydrophobic interactions.""",Same protein shows different dominant mechanisms depending on pH and hydrogel composition.,"mAb2 ... highest at pH 7 ... in the gel with the highest SMA content, where electrostatic interactions dominated ... strong adsorption ... at pH 9.2 with the lowest SMA content ... hydrophobic interactions were dominant.",mechanism_annotations
85,10.3390/molecules29204858,protein_structural_instability_at_pH_4_5,"""LYZ and mAb2 had detrimental structural changes at pH 4.5, particularly for LYZ at elevated temperatures.""",Adsorption performance at acidic pH may be confounded by protein structural stability.,"at pH 4.5, detrimental changes in protein structure occurred, particularly at elevated temperatures ... mAb2 exhibited a similar problem with structural changes at pH 4.5 as LYZ did",protein_stability_notes
86,10.3390/molecules29204858,LCST_shift_with_SMA,"""The temperature range includes 37 C near PNIPAM LCST, but LCST shifts upward with SMA content, reported as about 36 C with 3 mol% SMA and up to about 40 C with 10 mol% SMA from literature.""","Temperature responsiveness depends on SMA composition, affecting whether 37 C is above or near transition.","the LCST shifts to a higher temperature with increasing SMA content, to ca. 36 C with 3 mol% SMA and up to ca. 40 C with 10 mol% SMA",hydrogel_responsiveness
87,10.3390/molecules29204858,table_header_parsing_note,"""Tables 4 and 5 were parsed as three desorption conditions after adsorption at pH 7 and one desorption condition after adsorption at pH 9.2.""",Supplied table text has flattened multi-row headers and duplicated pH 9.2/5 C columns.,"Content lists 'After Adsorption at pH 7' and 'After Adsorption at pH 9.2' with recovery columns pH 7/5 C, pH 9.2/37 C, pH 9.2/5 C, and pH 9.2/5 C.",extraction_quality_notes
88,10.1080/10601325.2012.703515,cryogel_synthesis_recipe,"""0.15 g AAm, 0.15 g AAc, 0.15 g NIPAM, 0.25 g MBAAm in 10 mL deionized water; degassed 5 min; initiated with 10 μL TEMED and 10 mg APS; polymerized frozen in 5 mL syringe at -16°C for 20 h; thawed at room temperature.""",Detailed cryogel recipe supports reproducibility and material normalization.,"Monomers (0.15 g of AAm, 0.15 g AAc, 0.15 g NIPAM and 0.25 g MBAAm) were dissolved in 10 ml deionized water... TEMED (10 μl) and APS (10 mg)... frozen at -16°C for 20 h.",material_synthesis
89,10.1080/10601325.2012.703515,protein_mixture_step_elution_order,"""HSA eluted at pH 7.0 phosphate buffer with 0.5 M NaCl; human immunoglobulin G mainly eluted at pH 9.0 phosphate buffer with 0.5 M NaCl; lysozyme eluted at 2.0 M NaCl after washing/equilibration with pH 7.0 phosphate buffer.""",Stepwise elution order is central to separation behavior but not captured by a single adsorption-capacity field.,HSA adsorbed at pH 4.0 was eluted at pH 7.0 with a phosphate buffer composed of 0.5 M NaCl... pH 9.0 phosphate buffer (0.5 M NaCl)... last effluent was composed of lysoszyme when the concentration of NaCl was changed to 2.0 M.,separation_protocol
90,10.1080/10601325.2012.703515,temperature_inconsistency_for_mixture_adsorption,"""Introduction states mixture adsorption at 37°C; Section 2.6 states mixture pumped for 2 h at 40°C and pH 4.0.""",Condition discrepancy affects structured extraction of mixture-separation records.,Introduction: HSA adsorption studies from a protein mixture were performed at 37°C and at pH 4.0. Section 2.6: mixture ... was pumped ... for 2 h at 40°C and at pH 4.0.,curation_flags
91,10.1080/10601325.2012.703515,protein_size_vs_pore_size_note,"""HSA reported as smaller than cryogel pores: HSA 3 × 8 × 8 nm3 versus cryogel pores 10-100 μm.""",Connects macroporous hydrogel structure to convective protein transport.,"HSA is smaller 3 × 8 × 8 nm3 than the pore size of the cryogel, so it can pass easily.",mechanistic_annotations
92,10.1007/s12010-014-1273-8,Reactive Green 19 incorporation rate,"""0.150 ± 0.004 umol RG/disk""",Ligand loading per cryogel disk is material-specific and useful for adsorption feature engineering.,The incorporation rate of RG was found to be 0.150 ± 0.004 μmol RG/disk.,hydrogel_properties_or_material_loading
93,10.1007/s12010-014-1273-8,cryogel macropore size,"""10-100 um""",Supermacroporous pore size is much larger than BSA and supports convective transport.,"p(HEMA)-RG cryogel disks produced in this manner have a porous structure and thin polymer walls, with large continuous interconnected pores (10-100 μm in diameter).",hydrogel_properties
94,10.1007/s12010-014-1273-8,BSA molecular dimensions,"""14 nm × 4 nm × 4 nm""",Protein size was explicitly compared with cryogel pore size.,"BSA is 14 nm × 4 nm × 4 nm, and its molecular weight is 66.5 kDa.",protein_properties
95,10.1007/s12010-014-1273-8,cryogel swelling degree,"""4.8 ± 0.4 g H2O/g cryogel""",Hydrogel swelling property directly characterizes matrix hydration.,The equilibrium swelling degree of the p(HEMA) cryogel disk was 4.8 ± 0.4 g H2O/g cryogel.,hydrogel_properties
96,10.1007/s12010-014-1273-8,one-step purification factors,"""1600-fold for 1/50 diluted serum; 1900-fold for 1/100 diluted serum""",Purification performance is reported as fold enrichment rather than only adsorption capacity.,"The maximum purification factor of the BSA desorbed from p(HEMA)-RG cryogel disk was determined about 1,600-fold for 1/50 diluted serum sample and about 1,900-fold for 1/100 diluted serum sample.",purification_outcomes
97,10.1002/app.42880,cryogelation_temperature,"""-17 ± 1 °C for 16 h""",Cryogelation condition is central to macroporous monolithic column formation.,1 mL was transferred into a glass tube which was sealed and kept in freezer to polymerize at -17 ± 1°C for 16 h.,hydrogel_synthesis
98,10.1002/app.42880,macropore_size_relative_to_lysozyme,"""5-100 µm pores; lysozyme dimensions 4.0 × 4.0 × 14.0 nm""",Connects material morphology to protein transport and adsorption accessibility.,Macropores in scale of 5-100 μm distributed in the polymer network were much bigger than the elliptical LYZ molecule in size of 4.0 ×4.0 ×14.0 nm facilitating Lyz transfer through the cryogel.,hydrogel_morphology
99,10.1002/app.42880,imprinting_factor_low_concentration,"""about 4.3 by Langmuir and 2.5 by Freundlich at lowest Ce; abstract reports IF 4.2 at low Lyz concentrations""",Imprinting factor varies with equilibrium concentration and model.,The highest imprinting factors for Langmuir (about 4.3) and Freundlich (2.5) isotherms correspond to the lowest value of Ce.,imprinting_performance
100,10.1002/app.42880,gel_fraction_yields,"{""EFMs-MIC_pct"": 74.4, ""EFMs-NIC_pct"": 80.9}",Material synthesis yield property related to template-induced matrix disruption.,Table 3 lists gel fraction yield (%) for EFMs MIC 74.4 and NIC 80.9.,hydrogel_properties
101,10.1002/app.42880,literature_comparator_AAm_cryogels,"{""AAm_MIC_Langmuir_Qmax_mg_g"": 36.29, ""AAm_MIC_swelling_ratio"": 24.5, ""AAm_NIC_Langmuir_Qmax_mg_g"": 18.22, ""AAm_NIC_swelling_ratio"": 20.5}","Comparator data are from prior work cited in this article, not directly generated in the present study.",Table 1 and Table 3 compare EFMs-cryogels with AAm-cryogels previously reported for AAm-Cryogels33.,external_comparators
102,10.1016/j.bej.2009.03.013,whole_blood_direct_processing,"""Non-coagulated blood 2 ml was run over the cryogel column at 1.0 ml/min and passed as a homogeneous plug without substantial tailing.""","This is a biointerface and processability claim specific to supermacroporous cryogels, not a standard adsorption metric.",The pulse of blood applied on a PHEMA-protein A cryogel column under isotonic conditions passes through the column as a homogeneous plug without substantial tailing.,biointerface_response
103,10.1016/j.bej.2009.03.013,pore_size_vs_blood_cells,"""Cryogel pores 10-200 um; blood cells described as 2-20 um.""",Supports direct whole-blood flow without blockage.,PHEMA cryogel contains interconnected pores of 10-200 um size. Blood is a complex mixture of cells with different sizes from 2 to 20 um.,hydrogel_properties
104,10.1016/j.bej.2009.03.013,purity_conflict,"""Abstract reports eluted IgG purity of 85%, while text reports IgG purity in range 95.3-96.7%.""",Potential internal inconsistency requiring manual review.,Abstract: purity of 85%. IgG adsorption from human plasma section: purity of IgG obtained was found to be in the range of 95.3-96.7%.,quality
105,10.1016/j.bej.2009.03.013,protein_A_density_nonmonotonicity,"""Protein A density increased adsorption up to 56.0 mg/g ligand and 83.2 mg/g IgG, but lower capacities were also reported for other ligand loadings.""",Ligand density is a design variable with steric effects.,"With increasing protein A density, the higher IgG adsorption is expected. But this may not be advantageous in all cases due to possible geometric effects.",mechanism
106,10.1016/j.seppur.2023.124999,optimized_VAFMIMCl_amount,"""50 mg""",Synthesis optimization variable affecting Qe and IF.,The optimal amount of [VAFMIM]Cl was 50 mg.,synthesis_optimization
107,10.1016/j.seppur.2023.124999,optimized_GelMA_amount,"""0.1 g""",Synthesis optimization variable affecting hydrogel network tightness and IF.,The optimal amount of GelMA was used as 0.1 g.,synthesis_optimization
108,10.1016/j.seppur.2023.124999,GelMA_degree_of_methacrylation,"""81.7%""",Important polymer modification property for hydrogel crosslinking and mechanics.,GelMA with a degree of methacrylation at 81.7% was used in this study.,material_properties
109,10.1016/j.seppur.2023.124999,mechanical_strength,"""MIP hydrogel approximately 84.5 kPa at 64% compression; gelatin hydrogel 3.48 kPa at 47% compression when broken.""",Mechanical property was reported as stress at compression rather than Young's modulus.,MIP hydrogel mechanical strength was approximately 84.5 kPa at 64% compression.,hydrogel_mechanics
110,10.1016/j.seppur.2023.124999,thermo_responsive_swelling_and_adsorption,"""ESR around 1500% for MIP and 1300% for NIP at 15 C; ESR decreased sharply since 35 C; adsorption capacity increased below LCST and decreased above LCST.""",Temperature response affects protein mass transfer and adsorption/elution behavior.,"The hydrogels showed good temperature sensitivity, important for loading and release of template molecules.",responsive_properties
111,10.1016/j.seppur.2023.124999,BSA_SDS_PAGE_apparent_band,"""around 12 kDa apparent band in SDS solution despite molecular weight around 64.5 kDa""",Unusual assay-specific apparent molecular weight may affect interpretation of whole-blood separation gel.,"Due to depolymerization in SDS solution, the BSA band was observed at around 12 kDa, despite the molecule weight was at around 64.5 kDa.",biofluid_assay_notes
112,10.1016/j.seppur.2023.124999,BSA_OVA_Lys_mixture,"""High competitive recognition performance and imprinting efficiency toward BSA reported qualitatively; detailed description in Supporting Information Section 6 not supplied.""",Additional mixture system mentioned without quantitative values in supplied context.,The competitive recognition performance was also investigated in BSA-OVA-Lys mixture; results demonstrated high competitive recognition performance.,qualitative_competition_notes
113,10.1038/s41587-023-01973-8,hydrogel_pore_size,"""approximately 50 µm average pore size of dehydrated hydrogel by SEM""",Large macropores are central to the non-fouling diffusion-binding selection mechanism.,"Scanning electron microscopy images also confirmed the high porosity of the PEG hydrogel, showing that the average pore size of the dehydrated hydrogel was approximately 50 µm.",hydrogel_properties
