id,doi,name,role,context,pubchem_query,needs_manual_normalization,enrichment_json
56,10.1080/09205063.2018.1464263,ammonium persulfate,initiator,Used with TEMED as redox initiator pair.,ammonium persulfate,0,"{""CID"": 62648, ""ConnectivitySMILES"": ""[NH4+].[NH4+].[O-]S(=O)(=O)OOS(=O)(=O)[O-]"", ""IUPACName"": ""diazanium;sulfonatooxy sulfate"", ""InChIKey"": ""ROOXNKNUYICQNP-UHFFFAOYSA-N"", ""MolecularFormula"": ""H8N2O8S2"", ""MolecularWeight"": ""228.21"", ""SMILES"": ""[NH4+].[NH4+].[O-]S(=O)(=O)OOS(=O)(=O)[O-]""}"
57,10.1080/09205063.2018.1464263,"N,N,N′,N′-tetramethylene diamine",initiator accelerator,Used with APS as redox initiator pair; likely TEMED as reported.,"N,N,N',N'-tetramethylethylenediamine",1,"{""CID"": 8037, ""ConnectivitySMILES"": ""CN(C)CCN(C)C"", ""IUPACName"": ""N,N,N',N'-tetramethylethane-1,2-diamine"", ""InChIKey"": ""KWYHDKDOAIKMQN-UHFFFAOYSA-N"", ""MolecularFormula"": ""C6H16N2"", ""MolecularWeight"": ""116.20"", ""SMILES"": ""CN(C)CCN(C)C""}"
58,10.1080/09205063.2018.1464263,dioxane,co-solvent,"Used as co-solvent in c8.5M-D cryogel synthesis, affecting pore wall smoothness.","1,4-dioxane",0,"{""CID"": 31275, ""ConnectivitySMILES"": ""C1COCCO1"", ""IUPACName"": ""1,4-dioxane"", ""InChIKey"": ""RYHBNJHYFVUHQT-UHFFFAOYSA-N"", ""MolecularFormula"": ""C4H8O2"", ""MolecularWeight"": ""88.11"", ""SMILES"": ""C1COCCO1""}"
59,10.1080/09205063.2018.1464263,Tris-HCl,buffer,20 mM Tris-HCl pH 7.8 used for swelling and BSA adsorption.,Tris hydrochloride,0,"{""CID"": 93573, ""ConnectivitySMILES"": ""C(C(CO)(CO)N)O.Cl"", ""IUPACName"": ""2-amino-2-(hydroxymethyl)propane-1,3-diol;hydrochloride"", ""InChIKey"": ""QKNYBSVHEMOAJP-UHFFFAOYSA-N"", ""MolecularFormula"": ""C4H12ClNO3"", ""MolecularWeight"": ""157.59"", ""SMILES"": ""C(C(CO)(CO)N)O.Cl""}"
60,10.1080/09205063.2018.1464263,brilliant blue G,Bradford assay dye,Used for Bradford method BSA concentration determination.,Coomassie Brilliant Blue G-250,0,"{""CID"": 6324599, ""ConnectivitySMILES"": ""CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC(=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3C)C5=CC=C(C=C5)NC6=CC=C(C=C6)OCC)C.[Na+]"", ""IUPACName"": ""sodium 3-[[4-[(E)-[4-(4-ethoxyanilino)phenyl]-[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]-2-methylcyclohexa-2,5-dien-1-ylidene]methyl]-N-ethyl-3-methylanilino]methyl]benzenesulfonate"", ""InChIKey"": ""RWVGQQGBQSJDQV-UHFFFAOYSA-M"", ""MolecularFormula"": ""C47H48N3NaO7S2"", ""MolecularWeight"": ""854.0"", ""SMILES"": ""CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC(=C(C=C2)/C(=C/3\\C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3C)/C5=CC=C(C=C5)NC6=CC=C(C=C6)OCC)C.[Na+]""}"
61,10.1002/bmc.2833,2-hydroxyethyl methacrylate,main monomer,Monomers for MIP and NIP cryogel preparation included 1.3 mL HEMA.,2-hydroxyethyl methacrylate,0,"{""CID"": 13360, ""ConnectivitySMILES"": ""CC(=C)C(=O)OCCO"", ""IUPACName"": ""2-hydroxyethyl 2-methylprop-2-enoate"", ""InChIKey"": ""WOBHKFSMXKNTIM-UHFFFAOYSA-N"", ""MolecularFormula"": ""C6H10O3"", ""MolecularWeight"": ""130.14"", ""SMILES"": ""CC(=C)C(=O)OCCO""}"
62,10.1002/bmc.2833,"N,N'-methylenebis(acrylamide)",crosslinker,0.283 g MBAAm was used in cryogel polymerization.,"N,N'-methylenebisacrylamide",0,"{""CID"": 8041, ""ConnectivitySMILES"": ""C=CC(=O)NCNC(=O)C=C"", ""IUPACName"": ""N-[(prop-2-enoylamino)methyl]prop-2-enamide"", ""InChIKey"": ""ZIUHHBKFKCYYJD-UHFFFAOYSA-N"", ""MolecularFormula"": ""C7H10N2O2"", ""MolecularWeight"": ""154.17"", ""SMILES"": ""C=CC(=O)NCNC(=O)C=C""}"
63,10.1002/bmc.2833,N-methacryloly-(L)-cysteine methylester,functional monomer/template complex component,MAC was complexed with Fc fragment to prepare MAC-Fc complex for imprinting.,N-methacryloly-L-cysteine methyl ester,1,null
64,10.1002/bmc.2833,MAC-Fc complex,template-functional monomer complex,6 mg MAC-Fc complex was included in the MIP cryogel polymerization mixture.,,1,null
65,10.1002/bmc.2833,ammonium persulfate,initiator,Cryogel polymerization was initiated by APS and TEMED.,ammonium persulfate,0,"{""CID"": 62648, ""ConnectivitySMILES"": ""[NH4+].[NH4+].[O-]S(=O)(=O)OOS(=O)(=O)[O-]"", ""IUPACName"": ""diazanium;sulfonatooxy sulfate"", ""InChIKey"": ""ROOXNKNUYICQNP-UHFFFAOYSA-N"", ""MolecularFormula"": ""H8N2O8S2"", ""MolecularWeight"": ""228.21"", ""SMILES"": ""[NH4+].[NH4+].[O-]S(=O)(=O)OOS(=O)(=O)[O-]""}"
66,10.1002/bmc.2833,"N,N,N',N'-tetramethylene diamine",activator,TEMED was used with APS as initiator/activator pair.,"N,N,N',N'-tetramethylethylenediamine",1,"{""CID"": 8037, ""ConnectivitySMILES"": ""CN(C)CCN(C)C"", ""IUPACName"": ""N,N,N',N'-tetramethylethane-1,2-diamine"", ""InChIKey"": ""KWYHDKDOAIKMQN-UHFFFAOYSA-N"", ""MolecularFormula"": ""C6H16N2"", ""MolecularWeight"": ""116.20"", ""SMILES"": ""CN(C)CCN(C)C""}"
67,10.1002/bmc.2833,carbodiimide,activation/coupling reagent,MIP and NIP cryogels were activated with carbodiimide before anti-hIgG immobilization.,carbodiimide,1,"{""CID"": 160435, ""ConnectivitySMILES"": ""C(=N)=N"", ""IUPACName"": ""methanediimine"", ""InChIKey"": ""VPKDCDLSJZCGKE-UHFFFAOYSA-N"", ""MolecularFormula"": ""CH2N2"", ""MolecularWeight"": ""42.040"", ""SMILES"": ""C(=N)=N""}"
68,10.1002/bmc.2833,sodium chloride,eluent/desorption agent and ionic strength modifier,Template and IgG desorption used 1.0 M NaCl; NaCl concentration effects were scanned from 0 to 0.5 M.,sodium chloride,0,"{""CID"": 5234, ""ConnectivitySMILES"": ""[Na+].[Cl-]"", ""IUPACName"": ""sodium chloride"", ""InChIKey"": ""FAPWRFPIFSIZLT-UHFFFAOYSA-M"", ""MolecularFormula"": ""ClNa"", ""MolecularWeight"": ""58.44"", ""SMILES"": ""[Na+].[Cl-]""}"
69,10.1002/bmc.2833,sodium azide,storage preservative,Cryogels were stored in buffer containing 0.02% sodium azide at 4 C.,sodium azide,0,"{""CID"": 33557, ""ConnectivitySMILES"": ""[N-]=[N+]=[N-].[Na+]"", ""IUPACName"": ""sodium azide"", ""InChIKey"": ""PXIPVTKHYLBLMZ-UHFFFAOYSA-N"", ""MolecularFormula"": ""N3Na"", ""MolecularWeight"": ""65.010"", ""SMILES"": ""[N-]=[N+]=[N-].[Na+]""}"
70,10.1002/bmc.2833,HEPES,adsorption/FPLC buffer,20 mM HEPES pH 8.0 gave maximum IgG adsorption and was used as FPLC mobile phase A.,HEPES,0,"{""CID"": 23831, ""ConnectivitySMILES"": ""C1CN(CCN1CCO)CCS(=O)(=O)O"", ""IUPACName"": ""2-[4-(2-hydroxyethyl)piperazin-1-yl]ethanesulfonic acid"", ""InChIKey"": ""JKMHFZQWWAIEOD-UHFFFAOYSA-N"", ""MolecularFormula"": ""C8H18N2O4S"", ""MolecularWeight"": ""238.31"", ""SMILES"": ""C1CN(CCN1CCO)CCS(=O)(=O)O""}"
71,10.1002/bmc.2833,MOPS,buffer,MOPS pH 6.5 gave IgG adsorption capacity of 18.1 mg/g.,MOPS,0,"{""CID"": 70807, ""ConnectivitySMILES"": ""C1COCCN1CCCS(=O)(=O)O"", ""IUPACName"": ""3-morpholin-4-ylpropane-1-sulfonic acid"", ""InChIKey"": ""DVLFYONBTKHTER-UHFFFAOYSA-N"", ""MolecularFormula"": ""C7H15NO4S"", ""MolecularWeight"": ""209.27"", ""SMILES"": ""C1COCCN1CCCS(=O)(=O)O""}"
72,10.1002/bmc.2833,MES,buffer,MES pH 6.0 gave IgG adsorption capacity of 15.7 mg/g.,MES,0,"{""CID"": 78165, ""ConnectivitySMILES"": ""C1COCCN1CCS(=O)(=O)O"", ""IUPACName"": ""2-morpholin-4-ylethanesulfonic acid"", ""InChIKey"": ""SXGZJKUKBWWHRA-UHFFFAOYSA-N"", ""MolecularFormula"": ""C6H13NO4S"", ""MolecularWeight"": ""195.24"", ""SMILES"": ""C1COCCN1CCS(=O)(=O)O""}"
73,10.1002/bmc.2833,Tris-HCl,buffer,Tris-HCl pH 7.4 gave IgG adsorption capacity of 14.5 mg/g.,Tris hydrochloride,0,"{""CID"": 93573, ""ConnectivitySMILES"": ""C(C(CO)(CO)N)O.Cl"", ""IUPACName"": ""2-amino-2-(hydroxymethyl)propane-1,3-diol;hydrochloride"", ""InChIKey"": ""QKNYBSVHEMOAJP-UHFFFAOYSA-N"", ""MolecularFormula"": ""C4H12ClNO3"", ""MolecularWeight"": ""157.59"", ""SMILES"": ""C(C(CO)(CO)N)O.Cl""}"
74,10.1002/bmc.2833,acetate,buffer,Acetate pH 5.0 gave IgG adsorption capacity of 12.1 mg/g.,acetate buffer,1,null
75,10.1002/bmc.2833,phosphate buffered saline,plasma dilution buffer,Human plasma was diluted with PBS pH 7.4 before adsorption.,phosphate buffered saline,1,"{""CID"": 24978514, ""ConnectivitySMILES"": ""OP(=O)(O)[O-].OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Cl-].[Cl-].[K+].[K+]"", ""IUPACName"": ""dipotassium;trisodium;dihydrogen phosphate;hydrogen phosphate;dichloride"", ""InChIKey"": ""LOKCTEFSRHRXRJ-UHFFFAOYSA-I"", ""MolecularFormula"": ""Cl2H3K2Na3O8P2"", ""MolecularWeight"": ""411.04"", ""SMILES"": ""OP(=O)(O)[O-].OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Cl-].[Cl-].[K+].[K+]""}"
76,10.1002/bmc.2833,sodium hydroxide,cleaning/regeneration agent,The cryogel was cleaned with 50 mM NaOH after adsorption-desorption cycles.,sodium hydroxide,0,"{""CID"": 14798, ""ConnectivitySMILES"": ""[OH-].[Na+]"", ""IUPACName"": ""sodium hydroxide"", ""InChIKey"": ""HEMHJVSKTPXQMS-UHFFFAOYSA-M"", ""MolecularFormula"": ""HNaO"", ""MolecularWeight"": ""39.997"", ""SMILES"": ""[OH-].[Na+]""}"
77,10.1021/bm100206k,native potato starch,polymer precursor,Native starch was provided by AVEBE and used to make oxidized potato starch polymer.,starch,1,null
78,10.1021/bm100206k,oxidized potato starch polymer (OPSP),hydrogel backbone,Main negatively charged polysaccharide network used for lysozyme uptake.,oxidized starch,1,null
79,10.1021/bm100206k,"2,2,6,6-tetramethyl-1-piperidinyloxy (TEMPO)",oxidation catalyst,Used to prepare TEMPO-oxidized potato starch polymers.,TEMPO,0,"{""CID"": 2724126, ""ConnectivitySMILES"": ""CC1(CCCC(N1[O])(C)C)C"", ""InChIKey"": ""QYTDEUPAUMOIOP-UHFFFAOYSA-N"", ""MolecularFormula"": ""C9H18NO"", ""MolecularWeight"": ""156.25"", ""SMILES"": ""CC1(CCCC(N1[O])(C)C)C""}"
80,10.1021/bm100206k,sodium trimetaphosphate (STMP),crosslinker,Polymer gels were synthesized by chemically cross-linking TEMPO-oxidized potato starch polymers with STMP.,sodium trimetaphosphate,0,"{""CID"": 24579, ""ConnectivitySMILES"": ""[O-]P1(=O)OP(=O)(OP(=O)(O1)[O-])[O-].[Na+].[Na+].[Na+]"", ""IUPACName"": ""trisodium;2,4,6-trioxido-1,3,5,2lambda5,4lambda5,6lambda5-trioxatriphosphinane 2,4,6-trioxide"", ""InChIKey"": ""UGTZMIPZNRIWHX-UHFFFAOYSA-K"", ""MolecularFormula"": ""Na3O9P3"", ""MolecularWeight"": ""305.89"", ""SMILES"": ""[O-]P1(=O)OP(=O)(OP(=O)(O1)[O-])[O-].[Na+].[Na+].[Na+]""}"
81,10.1021/bm100206k,sodium chloride,salt for ionic strength control,Added to buffer to obtain appropriate ionic strength in adsorption and release experiments.,sodium chloride,0,"{""CID"": 5234, ""ConnectivitySMILES"": ""[Na+].[Cl-]"", ""IUPACName"": ""sodium chloride"", ""InChIKey"": ""FAPWRFPIFSIZLT-UHFFFAOYSA-M"", ""MolecularFormula"": ""ClNa"", ""MolecularWeight"": ""58.44"", ""SMILES"": ""[Na+].[Cl-]""}"
82,10.1021/bm100206k,potassium chloride,salt for pH-STAT experiments,"Microgel particles were dispersed in KCl solutions with ionic strengths of 0.05, 0.10, and 0.20 M.",potassium chloride,0,"{""CID"": 4873, ""ConnectivitySMILES"": ""[Cl-].[K+]"", ""IUPACName"": ""potassium chloride"", ""InChIKey"": ""WCUXLLCKKVVCTQ-UHFFFAOYSA-M"", ""MolecularFormula"": ""ClK"", ""MolecularWeight"": ""74.55"", ""SMILES"": ""[Cl-].[K+]""}"
83,10.1021/bm100206k,citric acid-phosphate buffer,buffer,0.02 M buffer used for pH range 3-8.,citric acid phosphate buffer,1,null
84,10.1021/bm100206k,hydrochloric acid,pH adjustment and pH-STAT titrant,HCl was used to adjust pH and 0.001 M HCl was added automatically in pH-STAT titrations.,hydrochloric acid,0,"{""CID"": 313, ""ConnectivitySMILES"": ""Cl"", ""IUPACName"": ""chlorane"", ""InChIKey"": ""VEXZGXHMUGYJMC-UHFFFAOYSA-N"", ""MolecularFormula"": ""ClH"", ""MolecularWeight"": ""36.46"", ""SMILES"": ""Cl""}"
85,10.1021/bm100206k,potassium hydroxide,pH adjustment,Used with HCl to adjust pH in pH-STAT experiments.,potassium hydroxide,0,"{""CID"": 14797, ""ConnectivitySMILES"": ""[OH-].[K+]"", ""IUPACName"": ""potassium hydroxide"", ""InChIKey"": ""KWYUFKZDYYNOTN-UHFFFAOYSA-M"", ""MolecularFormula"": ""HKO"", ""MolecularWeight"": ""56.106"", ""SMILES"": ""[OH-].[K+]""}"
86,10.1021/bm100206k,poly-DL-lysine hydrobromide,glass surface modifier,Used to positively charge glass surfaces for fixing negatively charged microgel particles.,polylysine hydrobromide,1,null
87,10.1021/bm100206k,coomassie brilliant blue R250,protein stain,Used to stain protein-gel complexes for CLSM distribution imaging.,Coomassie Brilliant Blue R-250,0,"{""CID"": 61365, ""ConnectivitySMILES"": ""CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=C(C=C5)NC6=CC=C(C=C6)OCC.[Na+]"", ""IUPACName"": ""sodium 3-[[4-[[4-(4-ethoxyanilino)phenyl]-[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]cyclohexa-2,5-dien-1-ylidene]methyl]-N-ethylanilino]methyl]benzenesulfonate"", ""InChIKey"": ""NKLPQNGYXWVELD-UHFFFAOYSA-M"", ""MolecularFormula"": ""C45H44N3NaO7S2"", ""MolecularWeight"": ""826.0"", ""SMILES"": ""CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=C(C=C5)NC6=CC=C(C=C6)OCC.[Na+]""}"
88,10.1021/bm100206k,ethanol,staining solution component,Used in coomassie staining and destaining solutions.,ethanol,0,"{""CID"": 702, ""ConnectivitySMILES"": ""CCO"", ""IUPACName"": ""ethanol"", ""InChIKey"": ""LFQSCWFLJHTTHZ-UHFFFAOYSA-N"", ""MolecularFormula"": ""C2H6O"", ""MolecularWeight"": ""46.07"", ""SMILES"": ""CCO""}"
89,10.1021/bm100206k,acetic acid,staining/destaining solution component,Used with ethanol and water for coomassie staining/destaining.,acetic acid,0,"{""CID"": 176, ""ConnectivitySMILES"": ""CC(=O)O"", ""IUPACName"": ""acetic acid"", ""InChIKey"": ""QTBSBXVTEAMEQO-UHFFFAOYSA-N"", ""MolecularFormula"": ""C2H4O2"", ""MolecularWeight"": ""60.05"", ""SMILES"": ""CC(=O)O""}"
90,10.1007/s11696-017-0129-4,acrylamide,monomer,Acrylamide was used as the main monomer for poly(acrylamide) and poly(acrylamide-co-maleic acid) hydrogels.,acrylamide,0,"{""CID"": 6579, ""ConnectivitySMILES"": ""C=CC(=O)N"", ""IUPACName"": ""prop-2-enamide"", ""InChIKey"": ""HRPVXLWXLXDGHG-UHFFFAOYSA-N"", ""MolecularFormula"": ""C3H5NO"", ""MolecularWeight"": ""71.08"", ""SMILES"": ""C=CC(=O)N""}"
91,10.1007/s11696-017-0129-4,maleic acid,anionic comonomer,"Maleic acid was included at 0, 10, 20, and 30 wt% feed to introduce carboxylic acid groups and pH sensitivity.",maleic acid,0,"{""CID"": 444266, ""ConnectivitySMILES"": ""C(=CC(=O)O)C(=O)O"", ""IUPACName"": ""(Z)-but-2-enedioic acid"", ""InChIKey"": ""VZCYOOQTPOCHFL-UPHRSURJSA-N"", ""MolecularFormula"": ""C4H4O4"", ""MolecularWeight"": ""116.07"", ""SMILES"": ""C(=C\\C(=O)O)\\C(=O)O""}"
92,10.1007/s11696-017-0129-4,"N,N'-methylene-bis-acrylamide",crosslinker,"Hydrogels were chemically crosslinked with N,N'-methylene-bis-acrylamide at typically 1.0 wt%.","N,N'-methylenebisacrylamide",0,"{""CID"": 8041, ""ConnectivitySMILES"": ""C=CC(=O)NCNC(=O)C=C"", ""IUPACName"": ""N-[(prop-2-enoylamino)methyl]prop-2-enamide"", ""InChIKey"": ""ZIUHHBKFKCYYJD-UHFFFAOYSA-N"", ""MolecularFormula"": ""C7H10N2O2"", ""MolecularWeight"": ""154.17"", ""SMILES"": ""C=CC(=O)NCNC(=O)C=C""}"
93,10.1007/s11696-017-0129-4,potassium persulfate,initiator,KPS was used with TEMED as the redox initiator system for free radical copolymerization.,potassium persulfate,0,"{""CID"": 24412, ""ConnectivitySMILES"": ""[O-]S(=O)(=O)OOS(=O)(=O)[O-].[K+].[K+]"", ""IUPACName"": ""dipotassium;sulfonatooxy sulfate"", ""InChIKey"": ""USHAGKDGDHPEEY-UHFFFAOYSA-L"", ""MolecularFormula"": ""K2O8S2"", ""MolecularWeight"": ""270.33"", ""SMILES"": ""[O-]S(=O)(=O)OOS(=O)(=O)[O-].[K+].[K+]""}"
94,10.1007/s11696-017-0129-4,"N,N,N',N'-tetramethyl ethylene diamine",redox accelerator,TEMED was used with KPS as the redox system.,"N,N,N',N'-tetramethylethylenediamine",0,"{""CID"": 8037, ""ConnectivitySMILES"": ""CN(C)CCN(C)C"", ""IUPACName"": ""N,N,N',N'-tetramethylethane-1,2-diamine"", ""InChIKey"": ""KWYHDKDOAIKMQN-UHFFFAOYSA-N"", ""MolecularFormula"": ""C6H16N2"", ""MolecularWeight"": ""116.20"", ""SMILES"": ""CN(C)CCN(C)C""}"
95,10.1007/s11696-017-0129-4,sodium chloride,salt medium,NaCl was used at 0.9% for physiological saline and BSA-NaCl adsorption/swelling tests.,sodium chloride,0,"{""CID"": 5234, ""ConnectivitySMILES"": ""[Na+].[Cl-]"", ""IUPACName"": ""sodium chloride"", ""InChIKey"": ""FAPWRFPIFSIZLT-UHFFFAOYSA-M"", ""MolecularFormula"": ""ClNa"", ""MolecularWeight"": ""58.44"", ""SMILES"": ""[Na+].[Cl-]""}"
96,10.1007/s11696-017-0129-4,carboxylic acid groups,functional group,"Carboxylic acid groups from maleic acid were identified as increasing hydrophilicity, swelling, and BSA interactions.",carboxylic acid,1,null
97,10.1080/09205063.2018.1534423,2-hydroxyethyl methacrylate,main monomer/co-monomer,225 uL HEMA was used in the polymerization mixture; non-imprinted control used only HEMA.,2-hydroxyethyl methacrylate,0,"{""CID"": 13360, ""ConnectivitySMILES"": ""CC(=C)C(=O)OCCO"", ""IUPACName"": ""2-hydroxyethyl 2-methylprop-2-enoate"", ""InChIKey"": ""WOBHKFSMXKNTIM-UHFFFAOYSA-N"", ""MolecularFormula"": ""C6H10O3"", ""MolecularWeight"": ""130.14"", ""SMILES"": ""CC(=C)C(=O)OCCO""}"
98,10.1080/09205063.2018.1534423,N-methacryloyl-(L)-phenylalanine methyl ester,functional monomer / affinity group,MAP was incorporated into p(HEMA-MAP) PHMs and selected for hydrophobic phenylalanine groups to improve albumin selectivity.,N-methacryloyl-L-phenylalanine methyl ester,1,"{""CID"": 69708816, ""ConnectivitySMILES"": ""CC(=C)C(=O)NC(CC1=CC=CC=C1)C(=O)OC"", ""IUPACName"": ""methyl (2S)-2-(2-methylprop-2-enoylamino)-3-phenylpropanoate"", ""InChIKey"": ""OYWWKEHEXATPAO-LBPRGKRZSA-N"", ""MolecularFormula"": ""C14H17NO3"", ""MolecularWeight"": ""247.29"", ""SMILES"": ""CC(=C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC""}"
99,10.1080/09205063.2018.1534423,ethylene glycol dimethacrylate,crosslinker,EGDMA was used as crosslinker agent at 1.0 wt%.,ethylene glycol dimethacrylate,0,"{""CID"": 7355, ""ConnectivitySMILES"": ""CC(=C)C(=O)OCCOC(=O)C(=C)C"", ""IUPACName"": ""2-(2-methylprop-2-enoyloxy)ethyl 2-methylprop-2-enoate"", ""InChIKey"": ""STVZJERGLQHEKB-UHFFFAOYSA-N"", ""MolecularFormula"": ""C10H14O4"", ""MolecularWeight"": ""198.22"", ""SMILES"": ""CC(=C)C(=O)OCCOC(=O)C(=C)C""}"
100,10.1080/09205063.2018.1534423,"2,2-dimethoxy-2-phenyl-acetophenone",photoinitiator,DMPA was used as initiator at 1 wt% for UV photopolymerization.,"2,2-dimethoxy-2-phenylacetophenone",0,"{""CID"": 90571, ""ConnectivitySMILES"": ""COC(C1=CC=CC=C1)(C(=O)C2=CC=CC=C2)OC"", ""IUPACName"": ""2,2-dimethoxy-1,2-diphenylethanone"", ""InChIKey"": ""KWVGIHKZDCUPEU-UHFFFAOYSA-N"", ""MolecularFormula"": ""C16H16O3"", ""MolecularWeight"": ""256.30"", ""SMILES"": ""COC(C1=CC=CC=C1)(C(=O)C2=CC=CC=C2)OC""}"
101,10.1080/09205063.2018.1534423,sodium chloride,desorption reagent and ionic strength modifier,NaCl was varied from 0 to 0.5 M in adsorption ionic strength studies and 1.0 M NaCl was used for albumin desorption.,sodium chloride,0,"{""CID"": 5234, ""ConnectivitySMILES"": ""[Na+].[Cl-]"", ""IUPACName"": ""sodium chloride"", ""InChIKey"": ""FAPWRFPIFSIZLT-UHFFFAOYSA-M"", ""MolecularFormula"": ""ClNa"", ""MolecularWeight"": ""58.44"", ""SMILES"": ""[Na+].[Cl-]""}"
102,10.1080/09205063.2018.1534423,phosphate buffer,template complex buffer,Albumin solution for albumin-MAP complex was prepared in 0.1 M pH 7.4 phosphate buffer containing 40% ethanol.,phosphate buffer,1,null
103,10.1080/09205063.2018.1534423,ethanol,solvent,Albumin-MAP complex buffer contained 40% ethanol; MAP was dissolved and stored in ethanol.,ethanol,0,"{""CID"": 702, ""ConnectivitySMILES"": ""CCO"", ""IUPACName"": ""ethanol"", ""InChIKey"": ""LFQSCWFLJHTTHZ-UHFFFAOYSA-N"", ""MolecularFormula"": ""C2H6O"", ""MolecularWeight"": ""46.07"", ""SMILES"": ""CCO""}"
104,10.1080/09205063.2018.1534423,phenylalanine methyl ester,MAP synthesis precursor,Used in synthesis of N-methacryloyl-(L)-phenylalanine methyl ester.,phenylalanine methyl ester,1,"{""CID"": 736234, ""ConnectivitySMILES"": ""COC(=O)C(CC1=CC=CC=C1)N"", ""IUPACName"": ""methyl (2S)-2-amino-3-phenylpropanoate"", ""InChIKey"": ""VSDUZFOSJDMAFZ-VIFPVBQESA-N"", ""MolecularFormula"": ""C10H13NO2"", ""MolecularWeight"": ""179.22"", ""SMILES"": ""COC(=O)[C@H](CC1=CC=CC=C1)N""}"
105,10.1080/09205063.2018.1534423,methacryloyl chloride,MAP synthesis reagent,6.0 mL methacryloyl chloride was added dropwise during MAP synthesis.,methacryloyl chloride,0,"{""CID"": 13528, ""ConnectivitySMILES"": ""CC(=C)C(=O)Cl"", ""IUPACName"": ""2-methylprop-2-enoyl chloride"", ""InChIKey"": ""VHRYZQNGTZXDNX-UHFFFAOYSA-N"", ""MolecularFormula"": ""C4H5ClO"", ""MolecularWeight"": ""104.53"", ""SMILES"": ""CC(=C)C(=O)Cl""}"
106,10.1080/09205063.2018.1534423,sodium nitrite,MAP synthesis reagent,0.2 g sodium nitrite was dissolved with phenylalanine methyl ester during MAP synthesis.,sodium nitrite,0,"{""CID"": 23668193, ""ConnectivitySMILES"": ""N(=O)[O-].[Na+]"", ""IUPACName"": ""sodium nitrite"", ""InChIKey"": ""LPXPTNMVRIOKMN-UHFFFAOYSA-M"", ""MolecularFormula"": ""NNaO2"", ""MolecularWeight"": ""68.995"", ""SMILES"": ""N(=O)[O-].[Na+]""}"
107,10.1080/09205063.2018.1534423,potassium carbonate,MAP synthesis reagent,Phenylalanine methyl ester and sodium nitrite were dissolved in 5% w/v potassium carbonate solution.,potassium carbonate,0,"{""CID"": 11430, ""ConnectivitySMILES"": ""C(=O)([O-])[O-].[K+].[K+]"", ""IUPACName"": ""dipotassium;carbonate"", ""InChIKey"": ""BWHMMNNQKKPAPP-UHFFFAOYSA-L"", ""MolecularFormula"": ""CK2O3"", ""MolecularWeight"": ""138.205"", ""SMILES"": ""C(=O)([O-])[O-].[K+].[K+]""}"
108,10.1080/09205063.2018.1534423,sodium dodecyl sulfate,SDS-PAGE reagent,SDS was present in sample and running buffers for SDS-PAGE imaging.,sodium dodecyl sulfate,0,"{""CID"": 3423265, ""ConnectivitySMILES"": ""CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]"", ""IUPACName"": ""sodium dodecyl sulfate"", ""InChIKey"": ""DBMJMQXJHONAFJ-UHFFFAOYSA-M"", ""MolecularFormula"": ""C12H25NaO4S"", ""MolecularWeight"": ""288.38"", ""SMILES"": ""CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]""}"
