protein_mention_id,doi,name,abbreviation,species_or_source,role,uniprot_query,reported_mw_kDa,reported_pI,value_origin,source_database,match_status,qa_status,qa_note,uniprot_accession,uniprot_id,protein_full_name,organism,sequence_length,molecular_mass_Da,sequence_available,result_count
98,10.1038/s43246-026-01144-7,Immunoglobulin G-degrading enzyme of Streptococcus pyogenes,IdeS,Streptococcus pyogenes,IgG-cleaving enzyme fused to mini-spidroin and used as soluble comparator,F8V4V0,35.0,nan,external_descriptor,UniProt,matched,usable,,F8V4V0,F8V4V0_STRPY,,,,,False,1
99,10.1038/s43246-026-01144-7,human IgG,hIgG,human; Invitrogen polyclonal human IgG,protein substrate for enzymatic cleavage assays,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
100,10.1038/s43246-026-01144-7,A3I-A-IdeS,A3I-A-IdeS,engineered recombinant fusion protein expressed in E. coli,self-assembling enzymatically active hydrogel-forming protein,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
101,10.1038/s43246-026-01144-7,(A3I)3-A14,(A3I)3-A14,engineered recombinant mini-spidroin,structural scaffold and negative control lacking IgG-cleaving activity,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
102,10.3390/gels10030201,bovine serum albumin,BSA,bovine,model protein adsorbate and encapsulated protein,bovine serum albumin Bos taurus,66.463,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,Albumin,Bos taurus,607,69293,True,3
103,10.3390/gels10030201,soy protein,,soy,literature comparator mentioned for mechanism discussion,soy protein,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P21812,MCPT4_MOUSE,Mast cell protease 4,Mus musculus,246,27204,True,3
104,10.1038/s41598-026-38040-6,catalase,,bovine liver,adsorbed/immobilized target enzyme,Bos taurus catalase,240.0,5.4,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P00432,CATA_BOVIN,Catalase,Bos taurus,527,59915,True,3
105,10.1080/09205063.2022.2045666,immunoglobulin G,IgG,human serum,target protein for adsorption and depletion,human immunoglobulin G,nan,6.2,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,Q8IZF2,AGRF5_HUMAN,Adhesion G protein-coupled receptor F5,Homo sapiens,1346,149457,True,3
106,10.1080/09205063.2022.2045666,albumin,,serum/plasma,background abundant serum protein discussed in proteomics context,human serum albumin,nan,nan,external_descriptor,UniProt,matched,needs_review,broad_query_needs_accession_review;reported_species_not_in_uniprot_organism,P43652,AFAM_HUMAN,Afamin,Homo sapiens,599,69069,True,3
107,10.1002/jbm.a.36029,trypsin,,,template protein and adsorption target,trypsin,24.0,10.1,external_descriptor,UniProt,matched,usable,,P00760,TRY1_BOVIN,Serine protease 1,Bos taurus,246,25785,True,3
108,10.1002/jbm.a.36029,lysozyme,,chicken egg white,template protein and adsorption target,chicken egg white lysozyme,14.3,11.35,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P00698,LYSC_CHICK,Lysozyme C,Gallus gallus,147,16239,True,3
109,10.1002/jbm.a.36029,cytochrome c,Cyt c,,template protein and adsorption target,cytochrome c,12.4,10.5,external_descriptor,UniProt,matched,usable,,Q01519,COX12_YEAST,"Cytochrome c oxidase subunit 12, mitochondrial",Saccharomyces cerevisiae (strain ATCC 204508 / S288c),83,9788,True,3
110,10.1002/jbm.a.36029,hemoglobin,,,adsorption target,hemoglobin,60.2,6.8,external_descriptor,UniProt,matched,usable,,P68871,HBB_HUMAN,Hemoglobin subunit beta,Homo sapiens,147,15998,True,3
111,10.1002/jbm.a.36029,trypsin inhibitor type II,,chicken egg white,adsorption target and low-pI competitor,chicken egg white trypsin inhibitor type II,28.0,4.9,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
112,10.1002/jbm.a.36029,bovine serum albumin,BSA,bovine,adsorption target and serum-buffer competitor,bovine serum albumin,66.5,4.7,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,Albumin,Bos taurus,607,69293,True,3
113,10.1002/jbm.a.36029,gamma globulins,,,serum-buffer competitor,gamma globulin,nan,7.2,external_descriptor,UniProt,matched,usable,,P01034,CYTC_HUMAN,Cystatin-C,Homo sapiens,146,15799,True,3
114,10.1002/jbm.a.36029,fibrinogen,,,serum-buffer competitor,fibrinogen,nan,4.4,external_descriptor,UniProt,matched,usable,,P02675,FIBB_HUMAN,Fibrinogen beta chain,Homo sapiens,491,55928,True,3
115,10.3390/gels11060402,bovine serum albumin,BSA,bovine,protein matrix component; recovery comparator,bovine serum albumin,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,Albumin,Bos taurus,607,69293,True,3
116,10.3390/gels11060402,human serum albumin,HSA,human,protein matrix component,human serum albumin,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P43652,AFAM_HUMAN,Afamin,Homo sapiens,599,69069,True,3
117,10.3390/gels11060402,hemoglobin,Hb,,protein matrix component,hemoglobin,nan,nan,external_descriptor,UniProt,matched,usable,,P68871,HBB_HUMAN,Hemoglobin subunit beta,Homo sapiens,147,15998,True,3
118,10.3390/gels11060402,lysozyme,LYS,,protein matrix component; high-recovery protein,lysozyme,nan,nan,external_descriptor,UniProt,matched,usable,,P61626,LYSC_HUMAN,Lysozyme C,Homo sapiens,148,16537,True,3
119,10.3390/gels11060402,ovalbumin,OVA,,protein matrix component; recovery comparator,ovalbumin,nan,nan,external_descriptor,UniProt,matched,needs_review,broad_query_needs_accession_review,P01012,OVAL_CHICK,Ovalbumin,Gallus gallus,386,42881,True,3
120,10.3390/gels11060402,DNase I,DNase I,,material reagent,DNase I,nan,nan,external_descriptor,UniProt,matched,usable,,Q13609,DNSL3_HUMAN,Deoxyribonuclease gamma,Homo sapiens,305,35504,True,3
121,10.3390/gels11060402,RNase I,RNase I,,material reagent,RNase I,nan,nan,external_descriptor,UniProt,matched,usable,,Q45493,RNJ1_BACSU,Ribonuclease J1,Bacillus subtilis (strain 168),555,61517,True,3
122,10.3390/gels11060402,Proteinase K,Proteinase K,,material reagent,Proteinase K,nan,nan,external_descriptor,UniProt,matched,needs_review,broad_query_needs_accession_review,P06873,PRTK_PARAQ,Proteinase K,Parengyodontium album,384,40300,True,3
123,10.1080/09205063.2017.1417197,Immunoglobulin G,IgG,,target adsorbate antibody,Immunoglobulin G,nan,6.2,external_descriptor,UniProt,matched,needs_review,broad_query_needs_accession_review,Q8IZF2,AGRF5_HUMAN,Adhesion G protein-coupled receptor F5,Homo sapiens,1346,149457,True,3
124,10.1080/09205063.2017.1417197,Concanavalin A,Con A,"jack-bean, Canavalia ensiformis",immobilized lectin affinity ligand,Concanavalin A Canavalia ensiformis,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02866,CONA_CANEN,Concanavalin-A,Canavalia ensiformis,290,31480,True,3
125,10.1080/09205063.2017.1417197,Protein A,,,comparative literature affinity ligand,Protein A,nan,nan,external_descriptor,UniProt,matched,needs_review,broad_query_needs_accession_review,P9WQP3,A85A_MYCTU,Diacylglycerol acyltransferase/mycolyltransferase Ag85A,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),338,35686,True,3
126,10.1080/09205063.2017.1417197,Protein G,,,comparative literature affinity ligand,Protein G,nan,nan,external_descriptor,UniProt,matched,needs_review,broad_query_needs_accession_review,P61981,1433G_HUMAN,14-3-3 protein gamma,Homo sapiens,247,28303,True,3
127,10.1038/nprot.2011.400,interleukin-2,IL-2,R&D Systems target protein; species not stated in context,target protein/calibration analyte,interleukin-2,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P60568,IL2_HUMAN,Interleukin-2,Homo sapiens,153,17628,True,3
128,10.1038/nprot.2011.400,IL-2 capture antibody,,R&D Systems cat. no. MAB602,capture probe incorporated into hydrogel probe strip,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
129,10.1038/nprot.2011.400,IL-2 reporter antibody,,R&D Systems cat. no. BAF202,biotinylated reporter antibody in sandwich assay,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
130,10.1038/nprot.2011.400,streptavidin-phycoerythrin,SAPE,Invitrogen,fluorescent label for reporter antibody,streptavidin phycoerythrin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
131,10.1038/nprot.2011.400,fetal bovine serum proteins,FBS proteins,fetal bovine serum,complex background matrix/competitor proteins,,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,A7MB74,SGK1_BOVIN,Serine/threonine-protein kinase Sgk1,Bos taurus,431,49026,True,3
132,10.1002/app.26187,human serum albumin,HSA,human; purchased HSA and human plasma,target protein,human serum albumin,67.0,5.0,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P43652,AFAM_HUMAN,Afamin,Homo sapiens,599,69069,True,3
133,10.1002/app.26187,fibrinogen,,human plasma,competitor protein,human fibrinogen,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02675,FIBB_HUMAN,Fibrinogen beta chain,Homo sapiens,491,55928,True,3
134,10.1002/app.26187,gamma-globulin,,human plasma,competitor protein,human gamma globulin,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P01034,CYTC_HUMAN,Cystatin-C,Homo sapiens,146,15799,True,3
135,10.1002/app.26187,total protein,,human plasma,mixture metric,,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,Q9BXP8,PAPP2_HUMAN,Pappalysin-2,Homo sapiens,1791,198539,True,3
136,10.1021/ac900676t,lysozyme,Lyz,purchased from DingGuo Biotech; chicken egg white used as real sample source,template protein and target analyte,lysozyme,13.4,11.2,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P61626,LYSC_HUMAN,Lysozyme C,Homo sapiens,148,16537,True,3
137,10.1021/ac900676t,cytochrome c,Cyt c,bovine heart,nontemplate analogue,bovine cytochrome c,12.3,9.8,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P00430,COX7C_BOVIN,"Cytochrome c oxidase subunit 7C, mitochondrial",Bos taurus,63,7331,True,3
138,10.1021/ac900676t,ribonuclease A,RNase A,bovine pancreas,nontemplate analogue and alternative template for P(Cu+RNase A),bovine ribonuclease A,13.7,9.4,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,A6QQJ8,ZC12A_BOVIN,Ribonuclease ZC3H12A,Bos taurus,583,64263,True,3
139,10.1021/ac900676t,ovalbumin,ovalbumin,purchased from DingGuo Biotech; species not specified in supplied context,nontemplate analogue and egg white coexisting protein,ovalbumin,43.0,4.7,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P01012,OVAL_CHICK,Ovalbumin,Gallus gallus,386,42881,True,3
140,10.1021/ac900676t,bovine hemoglobin,BHb,bovine,nontemplate analogue,bovine hemoglobin,64.0,6.9,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02070,HBB_BOVIN,Hemoglobin subunit beta,Bos taurus,145,15954,True,3
141,10.1021/ac900676t,bovine serum albumin,BSA,bovine,nontemplate analogue and mixture competitor,bovine serum albumin,66.0,4.9,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,Albumin,Bos taurus,607,69293,True,3
142,10.1021/ac900676t,glucose oxidase,GOx,obtained from Sigma; species not specified in supplied context,nontemplate analogue and mixture competitor,glucose oxidase,90.0,4.2,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P13006,GOX_ASPNG,Glucose oxidase,Aspergillus niger,605,65638,True,3
143,10.1021/ac900676t,trypsin inhibitor,TI,purchased from DingGuo Biotech; species not specified in supplied context,mixture competitor,trypsin inhibitor,20.1,4.2,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P00760,TRY1_BOVIN,Serine protease 1,Bos taurus,246,25785,True,3
144,10.1021/ac900676t,ovotransferrin,ovotransferrin,egg white,real-sample coexisting protein,chicken ovotransferrin,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02789,TRFE_CHICK,Ovotransferrin,Gallus gallus,705,77777,True,3
145,10.1016/j.reactfunctpolym.2006.03.007,human immunoglobulin G,IgG,human; Sigma Cat. No. 160101; human plasma,primary target adsorbate,human IgG gamma chain mixed subclasses,nan,6.2,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P01861,IGHG4_HUMAN,Immunoglobulin heavy constant gamma 4,Homo sapiens,396,43832,True,2
146,10.1016/j.reactfunctpolym.2006.03.007,human serum albumin,HSA,human plasma,competitor/off-target adsorbate and assay standard,ALB human serum albumin,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02768,ALBU_HUMAN,Albumin,Homo sapiens,609,69367,True,3
147,10.1016/j.reactfunctpolym.2006.03.007,fibrinogen,,human plasma,competitor/off-target adsorbate,human fibrinogen FGA FGB FGG,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02675,FIBB_HUMAN,Fibrinogen beta chain,Homo sapiens,491,55928,True,3
148,10.1016/j.reactfunctpolym.2006.03.007,concanavalin A,Con A,jack bean,immobilized affinity ligand,Canavalia ensiformis concanavalin A,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02866,CONA_CANEN,Concanavalin-A,Canavalia ensiformis,290,31480,True,3
149,10.1016/j.reactfunctpolym.2006.03.007,bovine serum albumin,BSA,,ELISA blocking buffer protein,bovine serum albumin,nan,nan,external_descriptor,UniProt,matched,needs_review,broad_query_needs_accession_review,P02769,ALBU_BOVIN,Albumin,Bos taurus,607,69293,True,3
150,10.1016/j.reactfunctpolym.2006.03.007,lysozyme,,,SDS-PAGE standard,lysozyme,nan,nan,external_descriptor,UniProt,matched,usable,,P61626,LYSC_HUMAN,Lysozyme C,Homo sapiens,148,16537,True,3
151,10.1002/jssc.201600992,protein C,PC,,"template, target adsorbate, purified protein",protein C human,62.0,4.69,external_descriptor,UniProt,matched,needs_review,broad_query_needs_accession_review,Q9NNX6,CD209_HUMAN,CD209 antigen,Homo sapiens,404,45775,True,3
152,10.1002/jssc.201600992,human serum albumin,HSA,human,competing protein,human serum albumin,67.0,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P43652,AFAM_HUMAN,Afamin,Homo sapiens,599,69069,True,3
153,10.1002/jssc.201600992,hemoglobin,Hb,,competing protein,hemoglobin human,64.5,nan,external_descriptor,UniProt,matched,usable,,P68871,HBB_HUMAN,Hemoglobin subunit beta,Homo sapiens,147,15998,True,3
154,10.1007/s11274-023-03697-y,invertase,Inv,baker's yeast; Saccharomyces cerevisiae,target glycoenzyme for binding and purification,Saccharomyces cerevisiae invertase SUC2,270.0,4.7,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P00724,INV2_YEAST,Invertase 2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),532,60639,True,3
155,10.1007/s11274-023-03697-y,bovine serum albumin,BSA,bovine,Bradford assay standard,bovine serum albumin,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,Albumin,Bos taurus,607,69293,True,3
156,10.1007/s11274-023-03697-y,total protein in crude baker's yeast extract,,baker's yeast,protein mixture matrix and competitor proteins,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
157,10.1007/s12010-014-1454-5,lysozyme,,chicken egg white,target protein,chicken lysozyme C,14.0,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P00698,LYSC_CHICK,Lysozyme C,Gallus gallus,147,16239,True,3
158,10.1007/s12010-014-1454-5,bovine serum albumin,BSA,bovine,SDS-PAGE standard protein,bovine serum albumin,66.0,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,Albumin,Bos taurus,607,69293,True,3
159,10.1007/s12010-014-1454-5,egg white proteins,,chicken egg white,competitor/background protein mixture,Gallus gallus egg white proteins,nan,nan,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P01012,OVAL_CHICK,Ovalbumin,Gallus gallus,386,42881,True,3
160,10.1038/s41467-025-58338-9,laccase,,Trametes versicolor,primary assembled enzyme/protein target,laccase Trametes versicolor,nan,nan,external_descriptor,UniProt,matched,usable,,Q12718,LAC2_TRAVE,Laccase-2,Trametes versicolor,519,55811,True,3
161,10.1038/s41467-025-58338-9,laccase,,Aspergillus,secondary enzyme used for assembly generality,laccase Aspergillus,nan,nan,external_descriptor,UniProt,error,needs_review,"HTTPSConnectionPool(host='rest.uniprot.org', port=443): Read timed out. (read timeout=3)",,,,,,,False,
162,10.1038/s41467-025-58338-9,catalase,,,secondary enzyme used for assembly generality,catalase,nan,nan,external_descriptor,UniProt,matched,usable,,P04040,CATA_HUMAN,Catalase,Homo sapiens,527,59756,True,3
163,10.1038/s41467-025-58338-9,lipase,,,secondary enzyme used for assembly generality,lipase,nan,nan,external_descriptor,UniProt,matched,usable,,P54857,TGL2_YEAST,Triacylglycerol lipase 2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),326,37500,True,3
164,10.3390/polym11040622,bovine serum albumin,BSA,bovine,template protein and adsorption/rebinding target,bovine serum albumin Bos taurus ALB,67.0,4.7,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,Albumin,Bos taurus,607,69293,True,3
