doi,title,publisher,status,records_count,material_mentions_count,protein_mentions_count,special_fields_count,source_json,curation_decision,curation_reason,error_message
10.1002/app.42880,Synthesis of lysozyme imprinted column with macroporous structure and enhanced selectivity: Utilization of cryogelation technique and electrostatic functional monomers,Wiley,success,9,11,2,5,local_article_corpus/Wiley/10.1002_app.42880/10.1002_app.42880.json,include_records,Article yielded one or more extracted records.,
10.1002/app.43478,"Poly ionic liquid cryogel of polyethyleneimine: Synthesis, characterization, and testing in absorption studies",Wiley,success,6,11,1,3,local_article_corpus/Wiley/10.1002_app.43478/10.1002_app.43478.json,include_records,Article yielded one or more extracted records.,
10.1002/app.43784,"Complexation of macroporous amphoteric cryogels based on N,N-dimethylaminoethyl methacrylate and methacrylic acid with dyes, surfactant, and protein",Wiley,success,3,17,3,4,local_article_corpus/Wiley/10.1002_app.43784/10.1002_app.43784.json,include_records,Article yielded one or more extracted records.,
10.1002/app.43851,Charged groups synergically enhance protein imprinting in amphoteric polyacrylamide cryogels,Wiley,success,6,11,4,4,local_article_corpus/Wiley/10.1002_app.43851/10.1002_app.43851.json,include_records,Article yielded one or more extracted records.,
10.1002/app.44846,Chitosan hydrogels for targeted dye and protein adsorption,Wiley,success,2,8,2,2,local_article_corpus/Wiley/10.1002_app.44846/10.1002_app.44846.json,include_records,Article yielded one or more extracted records.,
10.1002/app.46740,Preparation of a novel supermacroporous molecularly imprinted cryogel membrane with a specific ionic liquid for protein recognition and permselectivity,Wiley,success,11,7,4,5,local_article_corpus/Wiley/10.1002_app.46740/10.1002_app.46740.json,include_records,Article yielded one or more extracted records.,
10.1002/app.47099,Polypropylene composite hollow fiber ultrafiltration membranes with an acrylic hydrogel surface by in situ ultrasonic wave-assisted polymerization for dye removal,Wiley,success,5,10,1,3,local_article_corpus/Wiley/10.1002_app.47099/10.1002_app.47099.json,include_records,Article yielded one or more extracted records.,
10.1002/app.47653,Surface modification PVA hydrogel with zwitterionic via PET-RAFT to improve the antifouling property,Wiley,success,2,10,3,3,local_article_corpus/Wiley/10.1002_app.47653/10.1002_app.47653.json,include_records,Article yielded one or more extracted records.,
10.1002/app.47956,Enhancements in sugar immobilization in polymeric macroporous matrices for affinity capture,Wiley,success,1,12,4,4,local_article_corpus/Wiley/10.1002_app.47956/10.1002_app.47956.json,include_records,Article yielded one or more extracted records.,
10.1002/app.48507,Hydrodynamics and dynamic capacity of cryogels produced with different monomer compositions,Wiley,success,4,10,3,4,local_article_corpus/Wiley/10.1002_app.48507/10.1002_app.48507.json,include_records,Article yielded one or more extracted records.,
10.1002/app.48655,"QCM-D assay for quantifying the swelling, biodegradation, and protein adsorption of intelligent nanogels",Wiley,success,2,10,2,3,local_article_corpus/Wiley/10.1002_app.48655/10.1002_app.48655.json,include_records,Article yielded one or more extracted records.,
10.1002/app.52099,"Comparison of carboxybetaine with sulfobetaine polyaspartamides: Nonfouling properties, hydrophilicity, cytotoxicity and model nanogelation in an inverse miniemulsion",Wiley,success,6,19,3,5,local_article_corpus/Wiley/10.1002_app.52099/10.1002_app.52099.json,include_records,Article yielded one or more extracted records.,
10.1002/app.52236,Detection of o-nitro aniline by bovine serum albumin based self-fluorescent hydrogel via FRET process,Wiley,partial,0,9,1,2,local_article_corpus/Wiley/10.1002_app.52236/10.1002_app.52236.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1002/app.52846,Delivery of bioactive albumin from multi-functional polyampholyte hydrogels,Wiley,success,3,12,5,5,local_article_corpus/Wiley/10.1002_app.52846/10.1002_app.52846.json,include_records,Article yielded one or more extracted records.,
10.1002/app.56184,Multilayer-coated polyphenylsulfone membranes with superior antifouling properties of PEG-NH2 hydrogel for ultrafiltration process,Wiley,success,3,8,1,3,local_article_corpus/Wiley/10.1002_app.56184/10.1002_app.56184.json,include_records,Article yielded one or more extracted records.,
10.1002/app.56248,Design and preparation of temperature responsive hydrogel/polylactic acid fiber for protein separation,Wiley,success,4,8,2,5,local_article_corpus/Wiley/10.1002_app.56248/10.1002_app.56248.json,include_records,Article yielded one or more extracted records.,
10.1002/bab.1259,Composite cryogels for lysozyme purification,Wiley,success,8,17,5,7,local_article_corpus/Wiley/10.1002_bab.1259/10.1002_bab.1259.json,include_records,Article yielded one or more extracted records.,
10.1002/bit.20210,NAD-sensitive hydrogel for the release of macromolecules,Wiley,success,2,3,3,2,local_article_corpus/Wiley/10.1002_bit.20210/10.1002_bit.20210.json,include_records,Article yielded one or more extracted records.,
10.1002/bit.22344,Characterization of cryogel monoliths for extraction of minor proteins from milk by cation exchange,Wiley,success,4,2,3,2,local_article_corpus/Wiley/10.1002_bit.22344/10.1002_bit.22344.json,include_records,Article yielded one or more extracted records.,
10.1002/bit.27002,Enzyme-mediated hydrogel encapsulation of single cells for high-throughput screening and directed evolution of oxidoreductases,Wiley,partial,0,9,3,2,local_article_corpus/Wiley/10.1002_bit.27002/10.1002_bit.27002.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1002/bkcs.10315,Synthesis and Biocompatibility of Silicone Hydrogel Functionalized with Polysaccharide,Wiley,success,8,17,2,5,local_article_corpus/Wiley/10.1002_bkcs.10315/10.1002_bkcs.10315.json,include_records,Article yielded one or more extracted records.,
10.1002/bkcs.10545,Development of Hydrogel Lenses with Surface-immobilized PEG Layers to Reduce Protein Adsorption,Wiley,success,6,11,3,4,local_article_corpus/Wiley/10.1002_bkcs.10545/10.1002_bkcs.10545.json,include_records,Article yielded one or more extracted records.,
10.1002/bkcs.11980,Protein Adsorption and Bacterial Adhesion Resistance of Cross-linked Copolymer Hydrogels Based on Poly(2-methacryloyloxyethyl phosphorylcholine) and Poly(2-hydroxyethyl methacrylate),Wiley,success,10,11,3,4,local_article_corpus/Wiley/10.1002_bkcs.11980/10.1002_bkcs.11980.json,include_records,Article yielded one or more extracted records.,
10.1002/bmc.2833,Oriented immobilized anti-hIgG via Fc fragment-imprinted PHEMA cryogel for IgG purification,Wiley,success,13,16,6,6,local_article_corpus/Wiley/10.1002_bmc.2833/10.1002_bmc.2833.json,include_records,Article yielded one or more extracted records.,
10.1002/bmc.2954,Hydrophobic cryogels for DNA adsorption: Effect of embedding of monosize microbeads into cryogel network on their adsorptive performances,Wiley,partial,0,13,0,4,local_article_corpus/Wiley/10.1002_bmc.2954/10.1002_bmc.2954.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1002/bmc.3171,Developing column material for the separation of serum amyloid P and C reactive protein from biological sources,Wiley,success,7,14,3,5,local_article_corpus/Wiley/10.1002_bmc.3171/10.1002_bmc.3171.json,include_records,Article yielded one or more extracted records.,
10.1002/bmc.4605,Combined protein A imprinting and cryogelation for production of spherical affinity material,Wiley,success,12,15,5,6,local_article_corpus/Wiley/10.1002_bmc.4605/10.1002_bmc.4605.json,include_records,Article yielded one or more extracted records.,
10.1002/bmc.5995,Specific DNA aptamer-immobilized cryogel membranes as novel bioaffinity supports and their potential for the purification of activated protein C,Wiley,success,18,8,6,8,local_article_corpus/Wiley/10.1002_bmc.5995/10.1002_bmc.5995.json,include_records,Article yielded one or more extracted records.,
10.1002/btm2.10414,OP3-4 peptide sustained-release hydrogel inhibits osteoclast formation and promotes vascularization to promote bone regeneration in a rat femoral defect model,Wiley,success,2,10,5,4,local_article_corpus/Wiley/10.1002_btm2.10414/10.1002_btm2.10414.json,include_records,Article yielded one or more extracted records.,
10.1002/btpr.1863,Preparation of a novel hydrophobic affinity cryogel for adsorption of lipase and its utilization as a chromatographic adsorbent for fast protein liquid chromatography,Wiley,success,9,12,4,6,local_article_corpus/Wiley/10.1002_btpr.1863/10.1002_btpr.1863.json,include_records,Article yielded one or more extracted records.,
10.1002/btpr.2113,Advective hydrogel membrane chromatography for monoclonal antibody purification in bioprocessing,Wiley,success,9,12,6,5,local_article_corpus/Wiley/10.1002_btpr.2113/10.1002_btpr.2113.json,include_records,Article yielded one or more extracted records.,
10.1002/cbic.202500958,Droplet Microfluidics-Assisted Fabrication of Magnetite Nanoparticle Hybrid Microgels for Facile Protein Immobilization,Wiley,success,7,10,5,5,local_article_corpus/Wiley/10.1002_cbic.202500958/10.1002_cbic.202500958.json,include_records,Article yielded one or more extracted records.,
10.1002/chem.200500666,Three Distinct Read-Out Modes for Enzyme Activity Can Operate in a Semi-Wet Supramolecular Hydrogel,Wiley,success,5,14,11,5,local_article_corpus/Wiley/10.1002_chem.200500666/10.1002_chem.200500666.json,include_records,Article yielded one or more extracted records.,
10.1002/chem.200800675,The First Example of Molecularly Imprinted Nanogels with Aldolase Type I Activity,Wiley,partial,0,9,1,3,local_article_corpus/Wiley/10.1002_chem.200800675/10.1002_chem.200800675.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1002/chem.201002747,Tuning Molecular Recognition in Water-Soluble Nanogels with Enzyme-Like Activity for the Kemp Elimination,Wiley,partial,0,10,1,1,local_article_corpus/Wiley/10.1002_chem.201002747/10.1002_chem.201002747.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1002/cjce.24360,Thermo-responsive macroporous p(NIPAM) cryogel affords enhanced thermal stability and activity for ɑ-glucosidase enzyme by entrapping in situ,Wiley,success,6,6,1,5,local_article_corpus/Wiley/10.1002_cjce.24360/10.1002_cjce.24360.json,include_records,Article yielded one or more extracted records.,
10.1002/cjce.24703,Performance of pseudo-specific cryogel in lysozyme purification from chicken egg white,Wiley,success,15,16,2,8,local_article_corpus/Wiley/10.1002_cjce.24703/10.1002_cjce.24703.json,include_records,Article yielded one or more extracted records.,
10.1002/cjce.25088,Synthesis of hydrogels from fractionated proteins of Moringa oleifera Lam. seeds for the treatment of water contaminated with black reactive dye 5,Wiley,partial,0,12,2,1,local_article_corpus/Wiley/10.1002_cjce.25088/10.1002_cjce.25088.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1002/cjce.25660,Optimization of ion exchange cryogel functionalization via the epoxy method for protein adsorption from ora-pro-nobis (Pereskia aculeata),Wiley,success,17,15,2,8,local_article_corpus/Wiley/10.1002_cjce.25660/10.1002_cjce.25660.json,include_records,Article yielded one or more extracted records.,
10.1002/ecj.11960,Development of Element Technology for 1 STEP Biomarker Protein Analysis Device Using Silver Nanoparticle-Contained Hydrogel and Reagent-Immobilized Cartridge,Wiley,partial,0,12,5,4,local_article_corpus/Wiley/10.1002_ecj.11960/10.1002_ecj.11960.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1002/gch2.201900030,Fabrication of Composite Hydrogels Based on Soy Protein Isolate and their Controlled Globular Protein Delivery,Wiley,success,5,8,2,4,local_article_corpus/Wiley/10.1002_gch2.201900030/10.1002_gch2.201900030.json,include_records,Article yielded one or more extracted records.,
10.1002/jbm.a.10062,Macroporous poly(N-isopropylacrylamide) hydrogels with fast response rates and improved protein release properties,Wiley,partial,0,6,1,3,local_article_corpus/Wiley/10.1002_jbm.a.10062/10.1002_jbm.a.10062.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1002/jbm.a.10077,Protein adsorption and smooth muscle cell adhesion on biodegradable agmatine-modified poly(propylene fumarate-co-ethylene glycol) hydrogels,Wiley,success,4,10,4,4,local_article_corpus/Wiley/10.1002_jbm.a.10077/10.1002_jbm.a.10077.json,include_records,Article yielded one or more extracted records.,
10.1002/jbm.a.31282,Metal-chelating affinity hydrogels for sustained protein release,Wiley,success,12,10,3,5,local_article_corpus/Wiley/10.1002_jbm.a.31282/10.1002_jbm.a.31282.json,include_records,Article yielded one or more extracted records.,
10.1002/jbm.a.32648,"In vitro uptake of amphiphilic, hydrogel nanoparticles by J774A.1 cells",Wiley,partial,0,10,2,2,local_article_corpus/Wiley/10.1002_jbm.a.32648/10.1002_jbm.a.32648.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1002/jbm.a.34357,Measuring the kinetics and activity of adsorbed proteins: In vitro lysozyme deposited onto hydrogel contact lenses over short time periods†,Wiley,success,7,19,2,4,local_article_corpus/Wiley/10.1002_jbm.a.34357/10.1002_jbm.a.34357.json,include_records,Article yielded one or more extracted records.,
10.1002/jbm.a.35385,Poly(ethylene glycol)-or silicone-modified hyaluronan for contact lens wetting agent applications,Wiley,success,5,18,1,4,local_article_corpus/Wiley/10.1002_jbm.a.35385/10.1002_jbm.a.35385.json,include_records,Article yielded one or more extracted records.,
10.1002/jbm.a.36029,"Student award for outstanding research winner in the Ph.D. category for the 2017 society for biomaterials annual meeting and exposition, april 5-8, 2017, Minneapolis, Minnesota: Characterization of protein interactions with molecularly imprinted hydrogels that possess engineered affinity for high isoelectric point biomarkers",Wiley,success,3,10,8,3,local_article_corpus/Wiley/10.1002_jbm.a.36029/10.1002_jbm.a.36029.json,include_records,Article yielded one or more extracted records.,
