doi,article_title,article_status,records_count,model_ready_count,missing_completion_cells,possible_completion_cells,missing_completion_pct,priority_score,fully_missing_fields,source_json
10.1007/s12010-022-04303-x,Facile Capture of Recombinant Human Erythropoietin on Mesoporous Affinity Hydrogel Matrix Functionalized with Azoboronate,success,15,11,232,555,41.8,74.18,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Springer\10.1007_s12010-022-04303-x\10.1007_s12010-022-04303-x.json
10.1016/j.actbio.2015.09.012,Highly selective BSA imprinted polyacrylamide hydrogels facilitated by a metal-coding MIP approach,success,14,11,221,518,42.66,73.27,hydrogel__substrate_or_support;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.actbio.2015.09.012\10.1016_j.actbio.2015.09.012.json
10.1016/j.procbio.2023.01.016,A quaternary amine cryogel column for chromatographic capture of l-asparaginase,success,14,11,212,518,40.93,73.09,hydrogel__preparation_pH;hydrogel_properties__water_content_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__pI;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.procbio.2023.01.016\10.1016_j.procbio.2023.01.016.json
10.1016/j.bej.2011.09.011,Immobilization of Candida antarctica lipase B by covalent attachment on chitosan-based hydrogels using different support activation strategies,success,12,11,268,444,60.36,73.04,hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.bej.2011.09.011\10.1016_j.bej.2011.09.011.json
10.1016/j.aca.2012.02.020,Bovine serum albumin recognition via thermosensitive molecular imprinted macroporous hydrogels prepared at two different temperatures,success,18,10,286,666,42.94,72.29,hydrogel__substrate_or_support;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.aca.2012.02.020\10.1016_j.aca.2012.02.020.json
10.1002/bmc.5995,Specific DNA aptamer-immobilized cryogel membranes as novel bioaffinity supports and their potential for the purification of activated protein C,success,18,9,411,666,61.71,69.17,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__water_content_pct;hydrogel_properties__mesh_size;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_bmc.5995\10.1002_bmc.5995.json
10.1021/acsbiomedchemau.3c00001,Template-Based Porous Hydrogel Microparticles as Carriers for Therapeutic Proteins,success,13,10,220,481,45.74,67.57,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acsbiomedchemau.3c00001\10.1021_acsbiomedchemau.3c00001.json
10.1016/j.snb.2012.10.007,Protein detection using hydrogel-based molecularly imprinted polymers integrated with dual polarisation interferometry,success,12,10,236,444,53.15,67.32,hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.snb.2012.10.007\10.1016_j.snb.2012.10.007.json
10.1002/jssc.201600992,Protein C recognition by ion-coordinated imprinted monolithic cryogels,success,11,10,242,407,59.46,66.95,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_jssc.201600992\10.1002_jssc.201600992.json
10.1021/la302615t,Enhancement of Surface Graft Density of MPEG on Alginate/Chitosan Hydrogel Microcapsules for Protein Repellency,success,12,10,216,444,48.65,66.86,hydrogel__monomer_ratios;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_la302615t\10.1021_la302615t.json
10.1016/j.ijpharm.2024.124849,A microfluidic in vitro method predicting the fate of peptide drugs after subcutaneous administration,success,16,9,335,592,56.59,66.66,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.ijpharm.2024.124849\10.1016_j.ijpharm.2024.124849.json
10.1021/acs.langmuir.4c05137,Chitosan/κ-Carrageenan/Carbon Nitride Hydrogel Adsorbent for Removing Free Hemoglobin from Extracorporeal Circulation,success,11,10,227,407,55.77,66.58,hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__responsive_type;protein__molecular_weight_kDa;protein__pI;experiment__pH,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acs.langmuir.4c05137\10.1021_acs.langmuir.4c05137.json
10.1016/j.msec.2015.03.059,Synthesis of l-lysine imprinted cryogels for immunoglobulin G adsorption,success,17,9,247,629,39.27,65.93,hydrogel__monomer_ratios;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__water_content_pct;hydrogel_properties__mesh_size;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.msec.2015.03.059\10.1016_j.msec.2015.03.059.json
10.1021/ac202335u,Aptamer-Functionalized Microgel Particles for Protein Detection,success,15,9,329,555,59.28,65.93,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__responsive_type;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_ac202335u\10.1021_ac202335u.json
10.1021/la303292z,Protein Sorption to Charged Microgels: Characterizing Binding Isotherms and Driving Forces,success,12,10,167,444,37.61,65.76,hydrogel__substrate_or_support;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__porosity_pct;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;protein__molecular_weight_kDa;protein__pI;experiment__contact_time;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_la303292z\10.1021_la303292z.json
10.1002/bkcs.11980,Protein Adsorption and Bacterial Adhesion Resistance of Cross-linked Copolymer Hydrogels Based on Poly(2-methacryloyloxyethyl phosphorylcholine) and Poly(2-hydroxyethyl methacrylate),success,10,10,210,370,56.76,65.68,hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__competition_system;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_bkcs.11980\10.1002_bkcs.11980.json
10.1080/00914037.2019.1616198,P(HEMA)-based SPH vehicles for high molecular weight protein delivery,success,10,10,173,370,46.76,64.68,hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;protein__pI;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\TnF\10.1080_00914037.2019.1616198\10.1080_00914037.2019.1616198.json
10.1002/jssc.201100623,Molecularly imprinted supermacroporous cryogels for cytochrome c recognition,success,14,9,293,518,56.56,64.66,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__gelation_time;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_jssc.201100623\10.1002_jssc.201100623.json
10.1080/01496390802414700,Impact of Mobile Phase Parameters on Transport Properties of Metal Affinity Hydrogel Membranes,success,19,8,390,703,55.48,64.55,hydrogel__monomer_ratios;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__pI;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\TnF\10.1080_01496390802414700\10.1080_01496390802414700.json
10.1016/j.seppur.2017.07.001,Sucrose based ionic liquid colloidal microgels in separation of biomacromolecules,success,10,10,160,370,43.24,64.32,hydrogel__monomer_ratios;hydrogel__substrate_or_support;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.seppur.2017.07.001\10.1016_j.seppur.2017.07.001.json
