id,doi,field_name,value_json,value_origin,evidence_text,source_section,source_table_or_figure,confidence,prompt_version,article_type,qa_note,created_at,completion_source_dir
601,10.1002/anie.202106507,hydrogel.synthesis_method,"""Solid-phase synthesis of MIP-NGs; template peptide CEHRGWFNDC-K(N3) immobilized onto cycloalkyne-derivatized GBs via strain-promoted alkyne-azide cycloaddition, followed by polymerization around the peptide at 38 °C and release by changing from 38 °C to 4 °C.""",observed_fulltext,Solid-phase synthesis of MIP-NGs ... followed by polymerization to form thermoresponsive MIP-NGs ... at 38 °C ... released ... from 38 °C to 4 °C,Figure caption,Figure 4,0.9,field_completion_v7_property_first_patch,mip_imprinting,"The synthesis schematic describes the shared MIP-NG material rather than a single assay record, and hydrogel.synthesis_method is outside the listed missing_focus paths.",2026-07-06T05:35:46,v7_plus_v9pilot
602,10.1002/anie.202106507,hydrogel_properties.responsive_type,"""thermoresponsive; released from the solid phase by temperature change from 38 °C to 4 °C""",observed_fulltext,thermoresponsive MIP-NGs ... released from the solid-phase by a temperature change from 38 °C to 4 °C,Figure caption,Figure 4,0.9,field_completion_v7_property_first_patch,mip_imprinting,"The responsive behavior is reported for the shared MIP-NG material in the synthesis schematic, while hydrogel_properties.responsive_type is not a missing_focus path for the records.",2026-07-06T05:35:46,v7_plus_v9pilot
766,10.1002/anie.202205125,hydrogel_properties.degradation_or_stability,"""captured alpha-poly-L-lysine cross-linkages were digested and oligo-lysine was released, inducing reswelling at equilibrium""",observed_fulltext,"digestion of these cross-linkages and the release of oligo-lysine as waste, which induced the reswelling of the hydrogel at equilibrium",Abstract,,0.82,field_completion_v7_property_first_patch,general_batch_adsorption,This describes the proposed MC-gel mechanism rather than a discrete measured stability value for a specific record.,2026-07-05T23:45:27,v7_plus_v9pilot
67,10.1002/anie.202306274,experiment.buffer,"""25 mM sodium phosphate buffer pH 7.0""",observed_fulltext,in 25 mM sodium phosphate buffer pH 7.0,Figure caption,Figure 3,0.9,field_completion_v7_property_first_patch,mip_imprinting,"The buffer is directly reported for the Figure 3 TNF-α and peptide capture assays, but experiment.buffer is not missing for the TNF-α batch binding record and the competitive IC50 record cannot be safely assigned to this figure from the supplied context.",2026-07-05T19:47:51,v7_plus_v9pilot
68,10.1002/anie.202306274,protein.protein_initial_concentration,"{""value"":1000,""unit"":""pg/mL"",""raw_text"":""TNF-α protein (1000 pg/mL)""}",observed_fulltext,Capture of (A) TNF-α protein (1000 pg/mL),Figure caption,Figure 3,0.9,field_completion_v7_property_first_patch,mip_imprinting,"The TNF-α concentration is directly reported for Figure 3A, but protein.protein_initial_concentration is not listed in the missing_focus fields for the matching existing records.",2026-07-05T19:47:51,v7_plus_v9pilot
1023,10.1002/anie.202516010,hydrogel_properties.responsive_type,"""multi-stimuli responsive; network formation can be triggered by increasing concentration, CaM binding, or light irradiation when azoswitch-modified CaM is used""",observed_fulltext,"Network formation can be triggered by increasing concentration, calmodulin (CaM) binding, or light irradiation",Abstract,,0.89,field_completion_v7_property_first_patch,enzyme_immobilization,"responsive_type is not listed in the missing_focus fields for the supplied records, so it cannot be emitted as a record patch.",2026-07-06T01:08:02,v7_plus_v9pilot
1024,10.1002/anie.202516010,hydrogel.synthesis_method,"""constructed by polymerizing pseudo[2]catenanes using p53dim entanglement and SpyTag(DA)-SpyCatcher physical cyclization""",observed_fulltext,constructed by polymerizing pseudo[2]catenanes-which employ p53dim for entanglement and SpyTag(DA)-SpyCatcher complex for physical cyclization,Abstract,,0.86,field_completion_v7_property_first_patch,enzyme_immobilization,"hydrogel.synthesis_method is not present in the missing_focus list for the supplied records, so it cannot be safely assigned as a record patch under the hard rules.",2026-07-06T01:08:02,v7_plus_v9pilot
263,10.1002/app.1794,protein.molecular_weight_kDa,"{""value"":14.314,""unit"":""kDa"",""raw_text"":""weight-average molecular weight (Mw) = 14,314""}",observed_fulltext,"lysozyme recognition sites [EC 3.2.1.17, weight-average molecular weight (Mw) = 14,314]",Introduction,,0.97,field_completion_v7_property_first_patch,mip_imprinting,"protein.molecular_weight_kDa is not listed in the missing_focus for the existing records, so it cannot be emitted as a record patch.",2026-07-05T20:56:30,v7_plus_v9pilot
264,10.1002/app.1794,hydrogel_properties.responsive_type,"""diameter changes in response to ion strength""",observed_fulltext,Relative change in diameter of the hydrogel in response to changes in the ion strength.,Figure captions,Figure 3,0.82,field_completion_v7_property_first_patch,mip_imprinting,"responsive_type is not listed in any record missing_focus, and the caption does not identify a specific record sample.",2026-07-05T20:56:30,v7_plus_v9pilot
265,10.1002/app.1794,hydrogel_properties.zeta_potential_mV,"""zeta potential measured versus pH for lysozyme-imprinted and nonimprinted polymer particles""",observed_fulltext,ζ potential of polymer particles: lysozyme-imprinted and nonimprinted.,Figure captions,Figure 8,0.72,field_completion_v7_property_first_patch,mip_imprinting,The caption confirms zeta-potential characterization but does not provide numeric values that can be assigned to individual records.,2026-07-05T20:56:30,v7_plus_v9pilot
352,10.1002/app.20001,hydrogel.synthesis_method,"""UV polymerization""",observed_fulltext,crosslinked with hexanediol diacrylate or ethoxylated trimethylolpropane diacrylate by UV polymerization,Abstract,,0.95,field_completion_v7_property_first_patch,antifouling_surface,"The synthesis method is stated for the coating family, but hydrogel.synthesis_method is not in the missing_focus list for these records.",2026-07-06T04:31:01,v7_plus_v9pilot
353,10.1002/app.20001,hydrogel.crosslinker_identity,"""hexanediol diacrylate or ethoxylated trimethylolpropane diacrylate""",observed_fulltext,crosslinked with hexanediol diacrylate or ethoxylated trimethylolpropane diacrylate,Abstract,,0.9,field_completion_v7_property_first_patch,antifouling_surface,"The crosslinker identities are reported, but the allowed missing target is hydrogel.crosslinker_concentration; no concentration value is supplied in the context.",2026-07-06T04:31:01,v7_plus_v9pilot
354,10.1002/app.20001,hydrogel_properties.contact_angle_deg,"""water contact angles measured as wetting kinetics""",observed_fulltext,"Wetting kinetics, expressed as water contact angles (θ), for PEG coatings applied to PDMSO",Figure caption,Figure 4,0.7,field_completion_v7_property_first_patch,antifouling_surface,"Contact angle measurements are indicated, but the supplied context gives no numeric angle values assignable to individual records.",2026-07-06T04:31:01,v7_plus_v9pilot
526,10.1002/app.20244,hydrogel.crosslinker_concentration,"""N,N-methylene bisacrylamide""",observed_fulltext,"crosslinked with N,N-methylene bisacrylamide",Abstract,,0.78,field_completion_v7_property_first_patch,enzyme_immobilization,"The crosslinker identity is stated, but no concentration is supplied, so it was not patched into the concentration-specific record field.",2026-07-06T05:17:44,v7_plus_v9pilot
62,10.1002/app.23370,hydrogel_properties.responsive_type,"""pH-sensitive; smart, environment-responsive hydrogels containing polyelectrolyte domains""",observed_fulltext,"novel pH-sensitive binary grafted polymeric blends ... smart, environment-responsive hydrogels, containing polyelectrolyte domains",Title/Abstract,,0.95,field_completion_v7_property_first_patch,general_batch_adsorption,"responsive_type is not in the missing_focus list for the records, but it is directly stated for the overall hydrogel family.",2026-07-06T02:48:57,v7_plus_v9pilot
63,10.1002/app.23370,hydrogel.synthesis_method,"""redox polymerization technique""",observed_fulltext,crosslinked poly(acrylic acid) grafted onto poly(vinyl alcohol) and gelatin by a redox polymerization technique,Abstract,,0.95,field_completion_v7_property_first_patch,general_batch_adsorption,"synthesis_method is not in the missing_focus list, and the statement applies to the overall hydrogel family rather than a single adsorption record.",2026-07-06T02:48:57,v7_plus_v9pilot
64,10.1002/app.23370,hydrogel_properties.swelling_ratio,"""reported as composition-, pH-, ionic strength-, ion size-, and temperature-dependent in Figures 4-11; numerical values are not provided in the supplied context""",observed_fulltext,Effect of the pH of the swelling medium ... on the swelling ratio ... Effect of increasing the ionic strength ... on the swelling ratio,Figure captions,Figures 4-11,0.7,field_completion_v7_property_first_patch,general_batch_adsorption,"The supplied captions establish that swelling ratio was characterized, but they do not include extractable numerical swelling-ratio values for individual records.",2026-07-06T02:48:57,v7_plus_v9pilot
35,10.1002/app.24127,hydrogel.synthesis_method,"""redox polymerization method""",observed_fulltext,synthesized by a redox polymerization method,Abstract,Abstract,0.98,field_completion_v7_property_first_patch,general_batch_adsorption,"The method applies broadly to the prepared PHEMA sponges, but hydrogel.synthesis_method was not listed in the missing_focus paths for the supplied records.",2026-07-06T02:40:51,v7_plus_v9pilot
36,10.1002/app.24127,hydrogel_properties.morphology,"""dry and swollen PHEMA sponges characterized by ESEM""",observed_fulltext,ESEM images of (a) dry and (b) swollen sponges,Figure caption,Figure 4,0.9,field_completion_v7_property_first_patch,general_batch_adsorption,"The caption supports morphology characterization but gives no numeric pore, mesh, roughness, thickness, surface-area, or particle-size value assignable to records.",2026-07-06T02:40:51,v7_plus_v9pilot
329,10.1002/app.25147,hydrogel_properties.surface_morphology,"""spherical beads had smooth surface and hydrogel interior structure""",observed_fulltext,SEM images indicated that these spherical beads had smooth surface and hydrogel interior structure,Abstract; SEM figures,Figures 3 and 4,0.93,field_completion_v7_property_first_patch,general_batch_adsorption,Surface smoothness and interior hydrogel structure are descriptive morphology observations without an allowed record target path for these records.,2026-07-05T21:12:45,v7_plus_v9pilot
330,10.1002/app.25147,hydrogel_properties.hydroxyl_content,"{""min"":15.48,""max"":19.04,""unit"":""mmol/g"",""raw_text"":""hydroxyl content (15.48-19.04 mmol/g)""}",observed_fulltext,high hydroxyl content (15.48-19.04 mmol/g),Abstract,Table I,0.96,field_completion_v7_property_first_patch,general_batch_adsorption,Hydroxyl content is central characterization evidence but is not one of the allowed target_path values for record patches.,2026-07-05T21:12:45,v7_plus_v9pilot
331,10.1002/app.25147,hydrogel_properties.density,"""hydrated density 0.99-1.01 g/mL; dry density 0.91-1.22 g/mL across Table I samples""",observed_fulltext,Hydrated density (g/mL) | Dry density (g/mL) ... 1.00 ± 0.04 | 0.91 ± 0.03 ... 1.01 ± 0.01 | 1.22 ± 0.01,Properties table,Table I,0.9,field_completion_v7_property_first_patch,general_batch_adsorption,Density is reported as a hydrogel property but density is not an allowed target_path for record patches.,2026-07-05T21:12:45,v7_plus_v9pilot
355,10.1002/app.26187,hydrogel.synthesis_method,"""bulk polymerization in an aqueous solution of monomers frozen inside a glass column (cryo-polymerization)""",observed_fulltext,prepared by bulk polymerization which proceeds in an aqueous solution of monomers frozen inside a glass column (cryo-polymerization),Abstract,,0.94,field_completion_v7_property_first_patch,cryogel_column,"The synthesis method is observed for the material, but hydrogel.synthesis_method was outside the supplied missing_focus paths for the records.",2026-07-06T04:31:30,v7_plus_v9pilot
356,10.1002/app.26187,hydrogel_properties.swelling_ratio,"{""value"":6.84,""unit"":""g H2O/g cryogel"",""raw_text"":""equilibrium swelling degree of the poly(AAm-AGE) monolithic cryogel was 6.84 g H2O/g cryogel""}",observed_fulltext,equilibrium swelling degree of the poly(AAm-AGE) monolithic cryogel was 6.84 g H2O/g cryogel,Abstract,,0.96,field_completion_v7_property_first_patch,cryogel_column,"Swelling ratio is directly reported for the base monolithic cryogel, but hydrogel_properties.swelling_ratio was outside the supplied missing_focus paths.",2026-07-06T04:31:30,v7_plus_v9pilot
357,10.1002/app.26187,hydrogel_properties.pore_size,"{""min"":10,""max"":100,""unit"":""μm"",""raw_text"":""interconnected pores of 10-100 μm size""}",observed_fulltext,interconnected pores of 10-100 μm size,Abstract,,0.95,field_completion_v7_property_first_patch,cryogel_column,"Pore size is directly reported for the monolithic cryogel matrix, but hydrogel_properties.pore_size was outside the supplied missing_focus paths.",2026-07-06T04:31:30,v7_plus_v9pilot
